Entity,Code,Year,"Literacy rate, adult total (% of people ages 15 and above) (% of people ages 15 and above)"
Turkey,TUR,1975,61.6276817321777
Turkey,TUR,1980,65.6943435668945
Turkey,TUR,1985,75.9682388305664
Turkey,TUR,1990,79.2324523925781
Turkey,TUR,2004,87.3654937744141
Turkey,TUR,2005,88.2290573120117
Turkey,TUR,2006,88.1193923950195
Turkey,TUR,2007,88.6558990478516
Turkey,TUR,2009,90.8167190551758
Turkey,TUR,2010,92.6605987548828
Turkey,TUR,2011,94.106086730957
Turkey,TUR,2012,94.9197463989258
Turkey,TUR,2013,95.2566604614258
Turkey,TUR,2014,95.4396286010742
Turkey,TUR,2015,95.6014175415039
Turkmenistan,TKM,1995,98.7783203125
Uganda,UGA,1991,56.1073799133301
Uganda,UGA,2002,68.1425094604492
Uganda,UGA,2006,71.3731384277344
Uganda,UGA,2010,73.2118835449219
Uganda,UGA,2012,70.1982192993164
Ukraine,UKR,2001,99.4304122924805
Ukraine,UKR,2012,99.9743499755859
United Arab Emirates,ARE,1975,53.5148811340332
United Arab Emirates,ARE,1985,71.2352981567383
United Arab Emirates,ARE,2005,90.0338516235352
Upper middle income,,1976,69.63019
Upper middle income,,1977,69.72891
Upper middle income,,1978,70.53599
Upper middle income,,1979,71.31293
Upper middle income,,1980,72.11711
Upper middle income,,1981,72.88296
Upper middle income,,1982,73.33067
Upper middle income,,1983,74.46838
Upper middle income,,1984,75.36912
Upper middle income,,1985,76.13986
Upper middle income,,1986,76.87008
Upper middle income,,1987,77.56833
Upper middle income,,1988,80.9611
Upper middle income,,1989,81.51163
Upper middle income,,1990,81.5411
Upper middle income,,1991,82.66897
Upper middle income,,1992,83.14784
Upper middle income,,1993,83.61683
Upper middle income,,1994,84.06761
Upper middle income,,1995,84.55708
Upper middle income,,1996,84.99422
Upper middle income,,1997,89.46058
Upper middle income,,1998,89.84554
Upper middle income,,1999,90.16596
Upper middle income,,2000,90.54035
Upper middle income,,2001,90.78726
Upper middle income,,2002,90.96641
Upper middle income,,2003,91.50942
Upper middle income,,2004,91.91894
Upper middle income,,2005,92.24621
Upper middle income,,2006,92.41738
Upper middle income,,2007,93.3268
Upper middle income,,2008,93.56802
Upper middle income,,2009,93.78637
Upper middle income,,2010,93.84457
Upper middle income,,2011,94.1701
Upper middle income,,2012,94.30538
Upper middle income,,2013,94.34268
Upper middle income,,2014,94.55732
Upper middle income,,2015,94.78283
Upper middle income,,2016,94.95296
Uruguay,URY,1975,93.8610687255859
Uruguay,URY,1985,95.3799819946289
Uruguay,URY,1996,96.7818069458008
Uruguay,URY,2006,97.7896270751953
Uruguay,URY,2007,97.8638916015625
Uruguay,URY,2008,98.1635589599609
Uruguay,URY,2009,98.2672271728516
Uruguay,URY,2010,98.0727081298828
Uruguay,URY,2011,98.3358993530273
Uruguay,URY,2012,98.3959426879883
Uruguay,URY,2013,98.3638687133789
Uruguay,URY,2014,98.4359283447266
Uruguay,URY,2015,98.5238723754883
Uzbekistan,UZB,2000,98.642578125
Uzbekistan,UZB,2013,99.9948577880859
Uzbekistan,UZB,2014,99.9805526733398
Uzbekistan,UZB,2015,99.9838333129883
Vanuatu,VUT,1979,52.8739204406738
Vanuatu,VUT,1999,74
Venezuela,VEN,1981,84.7322006225586
Venezuela,VEN,1990,89.8252487182617
Venezuela,VEN,2001,92.9798278808594
Venezuela,VEN,2007,95.1546401977539
Venezuela,VEN,2009,95.5119934082031
Venezuela,VEN,2011,94.7702178955078
Venezuela,VEN,2015,96.6052169799805
Venezuela,VEN,2016,97.1270904541016
Vietnam,VNM,1979,83.8259429931641
Vietnam,VNM,1989,87.5964508056641
Vietnam,VNM,1999,90.2782974243164
Vietnam,VNM,2000,90.1561279296875
Vietnam,VNM,2009,93.5204467773438
World,OWID_WRL,1976,68.89088
World,OWID_WRL,1977,69.01872
World,OWID_WRL,1978,69.42679
World,OWID_WRL,1979,69.82894
World,OWID_WRL,1980,70.04151
World,OWID_WRL,1981,70.52107
World,OWID_WRL,1982,70.90224
World,OWID_WRL,1983,71.43196
World,OWID_WRL,1984,71.89769
World,OWID_WRL,1985,72.31477
World,OWID_WRL,1986,72.71471
World,OWID_WRL,1987,73.22343
World,OWID_WRL,1988,74.75798
World,OWID_WRL,1989,75.13745
World,OWID_WRL,1990,75.44227
World,OWID_WRL,1991,75.98572
World,OWID_WRL,1992,76.40811
World,OWID_WRL,1993,76.76463
World,OWID_WRL,1994,77.1191
World,OWID_WRL,1995,77.47595
World,OWID_WRL,1996,77.85684
World,OWID_WRL,1997,79.81575
World,OWID_WRL,1998,81.00499
World,OWID_WRL,1999,81.31425
World,OWID_WRL,2000,81.48032
World,OWID_WRL,2001,81.74314
World,OWID_WRL,2002,82.07512
World,OWID_WRL,2003,82.56752
World,OWID_WRL,2004,83.03863
World,OWID_WRL,2005,83.00066
World,OWID_WRL,2006,82.99782
World,OWID_WRL,2007,83.5107
World,OWID_WRL,2008,83.83223
World,OWID_WRL,2009,84.14787
World,OWID_WRL,2010,84.5641
World,OWID_WRL,2011,84.59739
World,OWID_WRL,2012,85.36389
World,OWID_WRL,2013,85.49051
World,OWID_WRL,2014,85.80934
World,OWID_WRL,2015,86.01721
World,OWID_WRL,2016,86.24776
Yemen,YEM,1994,37.0900001525879
Zambia,ZMB,1990,64.9982604980469
Zambia,ZMB,1999,68.0017929077148
Zambia,ZMB,2002,69.1492233276367
Zambia,ZMB,2007,61.4282913208008
Zambia,ZMB,2010,83.0076675415039
Zimbabwe,ZWE,1982,77.7941665649414
Zimbabwe,ZWE,1992,83.512580871582
Zimbabwe,ZWE,2011,83.5827102661133
Zimbabwe,ZWE,2014,88.6934204101563
