Entity,Code,Year,"Males (deaths per 100,000)"
Philippines,PHL,1995,10.1
Philippines,PHL,1996,10.9
Philippines,PHL,1997,10.3
Philippines,PHL,1998,11
Philippines,PHL,1999,11.2
Philippines,PHL,2000,12.2
Philippines,PHL,2001,12.4
Philippines,PHL,2002,12.6
Philippines,PHL,2003,12.4
Philippines,PHL,2006,12.3
Philippines,PHL,2007,12.6
Philippines,PHL,2008,12.7
Philippines,PHL,2009,12.8
Philippines,PHL,2010,12.5
Philippines,PHL,2011,12.5
Poland,POL,1959,12.1
Poland,POL,1960,14.5
Poland,POL,1961,15.9
Poland,POL,1962,17.9
Poland,POL,1963,20.7
Poland,POL,1964,23.6
Poland,POL,1965,25.4
Poland,POL,1966,27.8
Poland,POL,1967,30
Poland,POL,1968,32.7
Poland,POL,1969,33.3
Poland,POL,1970,35.3
Poland,POL,1971,39
Poland,POL,1972,39.7
Poland,POL,1973,43.4
Poland,POL,1974,44.9
Poland,POL,1975,47
Poland,POL,1976,50.1
Poland,POL,1977,50.3
Poland,POL,1978,53.3
Poland,POL,1979,55.3
Poland,POL,1980,58.2
Poland,POL,1981,60.1
Poland,POL,1982,60.3
Poland,POL,1983,64.9
Poland,POL,1984,67.4
Poland,POL,1985,69.1
Poland,POL,1986,70.4
Poland,POL,1987,71.5
Poland,POL,1988,74.6
Poland,POL,1989,75.7
Poland,POL,1990,78.3
Poland,POL,1991,79.8
Poland,POL,1992,78.7
Poland,POL,1993,81.3
Poland,POL,1994,81.5
Poland,POL,1995,83.8
Poland,POL,1996,82.6
Poland,POL,1997,82.8
Poland,POL,1998,83.1
Poland,POL,1999,83.3
Poland,POL,2000,85.6
Poland,POL,2001,87.8
Poland,POL,2002,89.6
Poland,POL,2003,87.6
Poland,POL,2004,88.8
Poland,POL,2005,88.8
Poland,POL,2006,89.3
Poland,POL,2007,88.9
Poland,POL,2008,90.5
Poland,POL,2009,87.8
Poland,POL,2010,86.8
Poland,POL,2011,85.6
Poland,POL,2012,86.8
Poland,POL,2013,85.7
Portugal,PRT,1955,6.8
Portugal,PRT,1956,6
Portugal,PRT,1957,7.3
Portugal,PRT,1958,7
Portugal,PRT,1959,7.9
Portugal,PRT,1960,8.4
Portugal,PRT,1961,8.9
Portugal,PRT,1962,9.5
Portugal,PRT,1963,10.4
Portugal,PRT,1964,10.4
Portugal,PRT,1965,11.2
Portugal,PRT,1966,13.1
Portugal,PRT,1967,11.8
Portugal,PRT,1968,13.9
Portugal,PRT,1969,14.2
Portugal,PRT,1970,15.1
Portugal,PRT,1971,16.5
Portugal,PRT,1972,15.7
Portugal,PRT,1973,16.6
Portugal,PRT,1974,16.2
Portugal,PRT,1975,18.2
Portugal,PRT,1976,19
Portugal,PRT,1977,19
Portugal,PRT,1978,21.9
Portugal,PRT,1979,23.2
Portugal,PRT,1980,24.8
Portugal,PRT,1981,24.2
Portugal,PRT,1982,25.9
Portugal,PRT,1983,27.4
Portugal,PRT,1984,29.4
Portugal,PRT,1985,32.4
Portugal,PRT,1986,33.5
Portugal,PRT,1987,36.2
Portugal,PRT,1988,35.1
Portugal,PRT,1989,34.7
Portugal,PRT,1990,38.3
Portugal,PRT,1991,38.4
Portugal,PRT,1992,38.8
Portugal,PRT,1993,43.8
Portugal,PRT,1994,42.5
Portugal,PRT,1995,43.3
Portugal,PRT,1996,45.2
Portugal,PRT,1997,44.8
Portugal,PRT,1998,47.9
Portugal,PRT,1999,45.1
Portugal,PRT,2000,47.1
Portugal,PRT,2001,47.4
Portugal,PRT,2002,49
Portugal,PRT,2003,51.3
Portugal,PRT,2007,53
Portugal,PRT,2008,51.5
Portugal,PRT,2009,53.5
Portugal,PRT,2010,57.5
Portugal,PRT,2011,57.5
Portugal,PRT,2012,57.1
Portugal,PRT,2013,63.4
Romania,ROU,1963,25.1
Romania,ROU,1969,29
Romania,ROU,1970,28.9
Romania,ROU,1971,30.3
Romania,ROU,1972,30.4
Romania,ROU,1973,30.7
Romania,ROU,1974,31.5
Romania,ROU,1975,32.3
Romania,ROU,1976,33.9
Romania,ROU,1977,33.8
Romania,ROU,1978,35.2
Romania,ROU,1980,36.7
Romania,ROU,1981,36
Romania,ROU,1982,36.7
Romania,ROU,1983,37.5
Romania,ROU,1984,39.1
Romania,ROU,1985,41.4
Romania,ROU,1986,44.1
Romania,ROU,1987,44.5
Romania,ROU,1988,46.9
Romania,ROU,1989,46.3
Romania,ROU,1990,46.6
Romania,ROU,1991,48.4
Romania,ROU,1992,52.2
Romania,ROU,1993,53.8
Romania,ROU,1994,56.5
Romania,ROU,1995,57.9
Romania,ROU,1996,57.6
Romania,ROU,1997,59.4
Romania,ROU,1998,60.9
Romania,ROU,1999,59.7
Romania,ROU,2000,64.3
Romania,ROU,2001,65.7
Romania,ROU,2002,66.2
Romania,ROU,2003,65.8
Romania,ROU,2004,67
Romania,ROU,2005,70.2
Romania,ROU,2006,70.1
Romania,ROU,2007,71.6
Romania,ROU,2008,74.6
Romania,ROU,2009,77.4
Romania,ROU,2010,78.1
Romania,ROU,2011,79.3
Romania,ROU,2012,80.7
Romania,ROU,2013,81.2
Russia,RUS,1980,54.7
Russia,RUS,1981,56.5
Russia,RUS,1982,58.7
Russia,RUS,1983,61.1
Russia,RUS,1984,62.6
Russia,RUS,1985,64.9
Russia,RUS,1986,68.3
Russia,RUS,1987,70.1
Russia,RUS,1988,73
Russia,RUS,1989,74.9
Russia,RUS,1990,76.6
Russia,RUS,1991,78.6
Russia,RUS,1992,79.7
Russia,RUS,1993,81.3
Russia,RUS,1994,80.4
Russia,RUS,1995,77.8
Russia,RUS,1996,75
Russia,RUS,1997,75.2
Russia,RUS,1998,74.2
Russia,RUS,1999,73.6
Russia,RUS,2000,73.1
Russia,RUS,2001,70.7
Russia,RUS,2002,70.2
Russia,RUS,2003,68.1
Russia,RUS,2004,67.5
Russia,RUS,2005,66.4
Russia,RUS,2006,65.4
Russia,RUS,2007,65.3
Russia,RUS,2008,64.3
Russia,RUS,2009,64.3
Russia,RUS,2010,64.1
Russia,RUS,2011,62.9
Serbia,SRB,1998,82.1
Serbia,SRB,1999,81.7
Serbia,SRB,2000,86.2
Serbia,SRB,2001,85.3
Serbia,SRB,2002,89.4
Serbia,SRB,2003,90.6
Serbia,SRB,2004,94.3
Serbia,SRB,2005,97.3
Serbia,SRB,2006,103
Serbia,SRB,2007,102.7
Serbia,SRB,2008,105.8
Serbia,SRB,2009,105.4
Serbia,SRB,2010,107.7
Serbia,SRB,2011,104.2
Serbia,SRB,2012,106.7
Serbia,SRB,2013,109.1
Singapore,SGP,1963,15.8
Singapore,SGP,1964,15.2
Singapore,SGP,1965,15.1
Singapore,SGP,1966,13.9
Singapore,SGP,1967,15.9
Singapore,SGP,1968,17.5
Singapore,SGP,1969,16.3
Singapore,SGP,1970,20.5
Singapore,SGP,1971,22.9
Singapore,SGP,1972,23.6
Singapore,SGP,1973,23.4
Singapore,SGP,1974,25.9
Singapore,SGP,1975,27.3
Singapore,SGP,1976,30.3
Singapore,SGP,1977,31.8
Singapore,SGP,1978,31.4
Singapore,SGP,1979,37.6
Singapore,SGP,1980,35.6
Singapore,SGP,1981,36.7
Singapore,SGP,1982,35.9
Singapore,SGP,1983,38.9
Singapore,SGP,1984,37.4
Singapore,SGP,1985,38
Singapore,SGP,1986,36.1
Singapore,SGP,1987,42.7
Singapore,SGP,1988,34.9
Singapore,SGP,1989,43.2
Singapore,SGP,1990,37.9
Singapore,SGP,1991,40.6
Singapore,SGP,1992,38.6
Singapore,SGP,1993,35.4
Singapore,SGP,1994,37.5
Singapore,SGP,1995,38.4
Singapore,SGP,1996,38.9
Singapore,SGP,1997,38.7
Singapore,SGP,1998,41.1
Singapore,SGP,1999,42.1
Singapore,SGP,2000,39.3
Singapore,SGP,2001,38
Singapore,SGP,2002,38.5
Singapore,SGP,2003,36.4
Singapore,SGP,2004,40.4
Singapore,SGP,2005,38.7
Singapore,SGP,2006,39
Singapore,SGP,2007,38.6
Singapore,SGP,2008,42.3
Singapore,SGP,2009,40.1
Singapore,SGP,2010,38.3
Singapore,SGP,2011,38.8
Singapore,SGP,2012,41.2
Singapore,SGP,2013,42.6
Slovakia,SVK,1992,72.2
Slovakia,SVK,1993,72.7
Slovakia,SVK,1994,69.4
Slovakia,SVK,1995,74.3
Slovakia,SVK,1996,70.1
Slovakia,SVK,1997,69.7
Slovakia,SVK,1998,72.8
Slovakia,SVK,1999,69.7
Slovakia,SVK,2000,72.1
Slovakia,SVK,2001,67.5
Slovakia,SVK,2002,64.6
Slovakia,SVK,2003,62.2
Slovakia,SVK,2004,63.4
Slovakia,SVK,2005,65.7
Slovakia,SVK,2006,62.3
Slovakia,SVK,2007,61.7
Slovakia,SVK,2008,61.8
Slovakia,SVK,2009,60.8
Slovakia,SVK,2010,60.6
Slovakia,SVK,2012,64
Slovakia,SVK,2013,64.1
Slovenia,SVN,1985,65.5
Slovenia,SVN,1986,63.1
Slovenia,SVN,1987,65.6
Slovenia,SVN,1988,66.2
Slovenia,SVN,1989,65.1
Slovenia,SVN,1990,73.3
Slovenia,SVN,1991,68.5
Slovenia,SVN,1992,73.2
Slovenia,SVN,1993,77.7
Slovenia,SVN,1994,77
Slovenia,SVN,1995,81.2
Slovenia,SVN,1996,77.2
Slovenia,SVN,1997,74.2
Slovenia,SVN,1998,77.1
Slovenia,SVN,1999,76.9
Slovenia,SVN,2000,75.5
Slovenia,SVN,2001,76.1
Slovenia,SVN,2002,73.8
Slovenia,SVN,2003,77.8
Slovenia,SVN,2004,81.6
Slovenia,SVN,2005,82.6
Slovenia,SVN,2006,81.5
Slovenia,SVN,2007,84
Slovenia,SVN,2008,80.3
Slovenia,SVN,2009,72.6
Slovenia,SVN,2010,79.2
South Africa,ZAF,1993,13.3
South Africa,ZAF,1994,14.7
South Africa,ZAF,1995,13.6
South Africa,ZAF,1996,14.2
South Africa,ZAF,1997,13.5
South Africa,ZAF,1998,14.2
South Africa,ZAF,1999,14.6
South Africa,ZAF,2000,13.5
South Africa,ZAF,2001,13.9
South Africa,ZAF,2002,13.6
South Africa,ZAF,2003,13.2
South Africa,ZAF,2004,13.7
South Africa,ZAF,2005,13.3
South Africa,ZAF,2006,12.7
South Africa,ZAF,2007,13.1
South Africa,ZAF,2008,12.3
South Africa,ZAF,2009,12.9
South Africa,ZAF,2010,12.5
South Africa,ZAF,2011,12.6
South Africa,ZAF,2012,13.5
South Africa,ZAF,2013,13.1
South Korea,KOR,1985,10.7
South Korea,KOR,1986,11.8
South Korea,KOR,1987,13
South Korea,KOR,1988,14.5
South Korea,KOR,1989,16.3
South Korea,KOR,1990,17.5
South Korea,KOR,1991,19.5
South Korea,KOR,1992,22.8
South Korea,KOR,1993,24.7
South Korea,KOR,1994,27.6
South Korea,KOR,1995,28.5
South Korea,KOR,1996,29.4
South Korea,KOR,1997,31.2
South Korea,KOR,1998,31.3
South Korea,KOR,1999,33.7
South Korea,KOR,2000,37
South Korea,KOR,2001,38
South Korea,KOR,2002,39.3
South Korea,KOR,2003,39.5
South Korea,KOR,2004,41.5
South Korea,KOR,2005,42.4
South Korea,KOR,2006,43.7
South Korea,KOR,2007,43.9
South Korea,KOR,2008,45.1
South Korea,KOR,2009,44.8
South Korea,KOR,2010,46.7
South Korea,KOR,2011,46.9
South Korea,KOR,2012,49.4
South Korea,KOR,2013,50.5
Spain,ESP,1951,6.5
Spain,ESP,1952,8.6
Spain,ESP,1953,8.8
Spain,ESP,1954,10.2
Spain,ESP,1955,11.8
Spain,ESP,1956,12.9
Spain,ESP,1957,13.4
Spain,ESP,1958,13.7
Spain,ESP,1959,14.4
Spain,ESP,1960,17.1
Spain,ESP,1961,17.7
Spain,ESP,1962,19.2
Spain,ESP,1963,19
Spain,ESP,1964,19.6
Spain,ESP,1965,20.6
Spain,ESP,1966,21.5
Spain,ESP,1967,22.3
Spain,ESP,1968,23.9
Spain,ESP,1969,24
Spain,ESP,1970,25
Spain,ESP,1971,26.4
Spain,ESP,1972,27.4
Spain,ESP,1973,28.7
Spain,ESP,1974,30.4
Spain,ESP,1975,33.5
Spain,ESP,1976,33.9
Spain,ESP,1977,36
Spain,ESP,1978,38.4
Spain,ESP,1979,40.8
Spain,ESP,1980,41.1
Spain,ESP,1981,44.7
Spain,ESP,1982,46.2
Spain,ESP,1983,48.1
Spain,ESP,1984,51.6
Spain,ESP,1985,53.1
Spain,ESP,1986,54.4
Spain,ESP,1987,58.6
Spain,ESP,1988,62.4
Spain,ESP,1989,64.5
Spain,ESP,1990,66
Spain,ESP,1991,68.2
Spain,ESP,1992,70.7
Spain,ESP,1993,73
Spain,ESP,1994,74.9
Spain,ESP,1995,76.7
Spain,ESP,1996,75.2
Spain,ESP,1997,76.2
Spain,ESP,1998,78.4
Spain,ESP,1999,78.9
Spain,ESP,2000,77.4
Spain,ESP,2001,80.2
Spain,ESP,2002,77.8
Spain,ESP,2003,79.1
Spain,ESP,2004,78.3
Spain,ESP,2005,76.9
Spain,ESP,2006,76.8
Spain,ESP,2007,76.9
Spain,ESP,2008,75.7
Spain,ESP,2009,75.5
Spain,ESP,2010,75.1
Spain,ESP,2011,75.9
Spain,ESP,2012,76.9
Spain,ESP,2013,76.9
Suriname,SUR,1963,5.7
Suriname,SUR,1964,1.2
Suriname,SUR,1965,3
Suriname,SUR,1966,1.8
Suriname,SUR,1971,1.6
Suriname,SUR,1972,5.4
Suriname,SUR,1973,2.7
Suriname,SUR,1975,3.8
Suriname,SUR,1976,5
Suriname,SUR,1977,3.3
Suriname,SUR,1978,6.6
Suriname,SUR,1979,5.5
Suriname,SUR,1980,6.5
Suriname,SUR,1981,4.4
Suriname,SUR,1982,10.3
Suriname,SUR,1984,8.6
Suriname,SUR,1985,3.7
Suriname,SUR,1986,5.7
Suriname,SUR,1987,6.7
Suriname,SUR,1988,6
Suriname,SUR,1989,6.4
Suriname,SUR,1990,7.2
Suriname,SUR,1991,5.7
Suriname,SUR,1992,5.6
Suriname,SUR,1995,4
Suriname,SUR,1996,4.8
Suriname,SUR,1997,3.4
Suriname,SUR,1998,5.1
Suriname,SUR,1999,7.1
Suriname,SUR,2000,11.9
Suriname,SUR,2001,11.4
Suriname,SUR,2002,12.6
Suriname,SUR,2003,9.4
Suriname,SUR,2004,10.2
Suriname,SUR,2005,9.3
Suriname,SUR,2006,10.5
Suriname,SUR,2007,11.1
Suriname,SUR,2008,12.6
Suriname,SUR,2009,12.1
Suriname,SUR,2010,10.4
Suriname,SUR,2011,9.5
Suriname,SUR,2012,13.6
Suriname,SUR,2013,15
Sweden,SWE,1951,11.4
Sweden,SWE,1952,11.1
Sweden,SWE,1953,12.7
Sweden,SWE,1954,13.5
Sweden,SWE,1955,14.8
Sweden,SWE,1956,15
Sweden,SWE,1957,16.5
Sweden,SWE,1958,18.7
Sweden,SWE,1959,19.4
Sweden,SWE,1960,20.8
Sweden,SWE,1961,22
Sweden,SWE,1962,23.4
Sweden,SWE,1963,22.8
Sweden,SWE,1964,25.4
Sweden,SWE,1965,25.6
Sweden,SWE,1966,26.6
Sweden,SWE,1967,28.3
Sweden,SWE,1968,28.6
Sweden,SWE,1969,31.6
Sweden,SWE,1970,31.8
Sweden,SWE,1971,35.7
Sweden,SWE,1972,37.6
Sweden,SWE,1973,38.4
Sweden,SWE,1974,40
Sweden,SWE,1975,41.2
Sweden,SWE,1976,42.8
Sweden,SWE,1977,46.3
Sweden,SWE,1978,44.9
Sweden,SWE,1979,46.8
Sweden,SWE,1980,44.5
Sweden,SWE,1981,43.1
Sweden,SWE,1982,43
Sweden,SWE,1983,44
Sweden,SWE,1984,46.2
Sweden,SWE,1985,45.6
Sweden,SWE,1986,43.8
Sweden,SWE,1987,44.7
Sweden,SWE,1988,44.9
Sweden,SWE,1989,42.2
Sweden,SWE,1990,43.8
Sweden,SWE,1991,44
Sweden,SWE,1992,42.9
Sweden,SWE,1993,41.3
Sweden,SWE,1994,42.1
Sweden,SWE,1995,41.6
Sweden,SWE,1996,40.7
Sweden,SWE,1997,41.5
Sweden,SWE,1998,40.8
Sweden,SWE,1999,41.9
Sweden,SWE,2000,40.3
Sweden,SWE,2001,41
Sweden,SWE,2002,40.2
Sweden,SWE,2003,40.9
Sweden,SWE,2004,41
Sweden,SWE,2005,43.3
Sweden,SWE,2006,42.1
Sweden,SWE,2007,39.3
Sweden,SWE,2008,41.3
Sweden,SWE,2009,39.5
Sweden,SWE,2010,41.1
Sweden,SWE,2011,40.5
Sweden,SWE,2012,39.4
Sweden,SWE,2013,38.3
Switzerland,CHE,1951,28.7
Switzerland,CHE,1952,27.8
Switzerland,CHE,1953,30.8
Switzerland,CHE,1954,32.3
Switzerland,CHE,1955,33.7
Switzerland,CHE,1956,33.3
Switzerland,CHE,1957,36.3
Switzerland,CHE,1958,35.7
Switzerland,CHE,1959,39.4
Switzerland,CHE,1960,39.7
Switzerland,CHE,1961,39.7
Switzerland,CHE,1962,40.6
Switzerland,CHE,1963,44.3
Switzerland,CHE,1964,42.7
Switzerland,CHE,1965,43.9
Switzerland,CHE,1966,47.4
Switzerland,CHE,1967,49
Switzerland,CHE,1968,49.9
Switzerland,CHE,1969,51.8
Switzerland,CHE,1970,52
Switzerland,CHE,1971,55.1
Switzerland,CHE,1972,55.5
Switzerland,CHE,1973,58.9
Switzerland,CHE,1974,61
Switzerland,CHE,1975,64.5
Switzerland,CHE,1976,64.4
Switzerland,CHE,1977,66.7
Switzerland,CHE,1978,68
Switzerland,CHE,1979,69.8
Switzerland,CHE,1980,68.8
Switzerland,CHE,1981,70.3
Switzerland,CHE,1982,72.2
Switzerland,CHE,1983,74.3
Switzerland,CHE,1984,71.3
Switzerland,CHE,1985,73.8
Switzerland,CHE,1986,73.7
Switzerland,CHE,1987,69.7
Switzerland,CHE,1988,70.4
Switzerland,CHE,1989,68.8
Switzerland,CHE,1990,68.8
Switzerland,CHE,1991,68.4
Switzerland,CHE,1992,67.7
Switzerland,CHE,1993,65.9
Switzerland,CHE,1994,62.6
Switzerland,CHE,1995,57
Switzerland,CHE,1996,57.3
Switzerland,CHE,1997,57.4
Switzerland,CHE,1998,58
Switzerland,CHE,1999,54.9
Switzerland,CHE,2000,58.4
Switzerland,CHE,2001,58.3
Switzerland,CHE,2002,54.6
Switzerland,CHE,2003,55.4
Switzerland,CHE,2004,53.9
Switzerland,CHE,2005,56.9
Switzerland,CHE,2006,53.2
Switzerland,CHE,2007,54.3
Switzerland,CHE,2008,55.3
Switzerland,CHE,2009,50.5
Switzerland,CHE,2010,53.5
Switzerland,CHE,2011,52.1
Switzerland,CHE,2012,49.2
Switzerland,CHE,2013,48.8
Tajikistan,TJK,1981,9.4
Tajikistan,TJK,1982,9
Tajikistan,TJK,1985,9.5
Tajikistan,TJK,1986,10.2
Tajikistan,TJK,1987,11.3
Tajikistan,TJK,1988,10.9
Tajikistan,TJK,1989,11.3
Tajikistan,TJK,1990,7.9
Tajikistan,TJK,1991,7.6
Tajikistan,TJK,1992,8.3
Tajikistan,TJK,1993,5.7
Tajikistan,TJK,1994,4.7
Tajikistan,TJK,1995,3.2
Tajikistan,TJK,1996,3.3
Tajikistan,TJK,1997,3.3
Tajikistan,TJK,1998,3.6
Tajikistan,TJK,1999,3.6
Tajikistan,TJK,2000,2.4
Tajikistan,TJK,2001,2.4
Tajikistan,TJK,2002,3.1
Tajikistan,TJK,2003,3.6
Tajikistan,TJK,2004,3.8
Tajikistan,TJK,2005,3.3
Thailand,THA,1957,0.5
Thailand,THA,1958,0.6
Thailand,THA,1959,0.7
Thailand,THA,1960,0.7
Thailand,THA,1961,0.6
Thailand,THA,1962,0.9
Thailand,THA,1963,1.1
Thailand,THA,1964,1
Thailand,THA,1965,1.1
Thailand,THA,1966,0.9
Thailand,THA,1967,1
Thailand,THA,1968,1
Thailand,THA,1969,1
Thailand,THA,1970,1.4
Thailand,THA,1971,1.4
Thailand,THA,1972,1.2
Thailand,THA,1973,1.9
Thailand,THA,1974,2.1
Thailand,THA,1975,2.5
Thailand,THA,1976,1.8
Thailand,THA,1977,2.1
Thailand,THA,1978,2.3
Thailand,THA,1979,2.8
Thailand,THA,1980,3.1
Thailand,THA,1981,3.2
Thailand,THA,1982,3.6
Thailand,THA,1983,3.4
Thailand,THA,1984,3
Thailand,THA,1985,2.7
Thailand,THA,1986,2.7
Thailand,THA,1987,3.3
Thailand,THA,1990,4.2
Thailand,THA,1991,4.7
Thailand,THA,1992,4.7
Thailand,THA,1994,5.8
Thailand,THA,1995,6.7
Thailand,THA,1996,6.9
Thailand,THA,1997,6.9
Thailand,THA,1998,8.2
Thailand,THA,1999,9.5
Thailand,THA,2000,12.2
Thailand,THA,2002,14.8
Thailand,THA,2003,16.3
Thailand,THA,2004,16.1
Thailand,THA,2005,17
Thailand,THA,2006,16.5
Thailand,THA,2007,17.3
Thailand,THA,2008,17.7
Thailand,THA,2009,18.6
Thailand,THA,2010,18.8
Thailand,THA,2011,20.5
Thailand,THA,2012,21.4
Thailand,THA,2013,23.3
Trinidad and Tobago,TTO,1951,1.2
Trinidad and Tobago,TTO,1952,2.1
Trinidad and Tobago,TTO,1953,0.9
Trinidad and Tobago,TTO,1954,2.5
Trinidad and Tobago,TTO,1955,3.5
Trinidad and Tobago,TTO,1956,3.1
Trinidad and Tobago,TTO,1957,3.5
Trinidad and Tobago,TTO,1958,5.4
Trinidad and Tobago,TTO,1960,5.4
Trinidad and Tobago,TTO,1961,3.2
Trinidad and Tobago,TTO,1962,7.9
Trinidad and Tobago,TTO,1963,4.9
Trinidad and Tobago,TTO,1966,7
Trinidad and Tobago,TTO,1967,7.2
Trinidad and Tobago,TTO,1968,3.9
Trinidad and Tobago,TTO,1970,8.1
Trinidad and Tobago,TTO,1971,9.3
Trinidad and Tobago,TTO,1972,7.3
Trinidad and Tobago,TTO,1973,6.8
Trinidad and Tobago,TTO,1974,8.9
Trinidad and Tobago,TTO,1975,10.6
Trinidad and Tobago,TTO,1976,7.3
Trinidad and Tobago,TTO,1977,7.9
Trinidad and Tobago,TTO,1978,8
Trinidad and Tobago,TTO,1979,7.9
Trinidad and Tobago,TTO,1980,8.3
Trinidad and Tobago,TTO,1981,6.9
Trinidad and Tobago,TTO,1982,11
Trinidad and Tobago,TTO,1983,10.8
Trinidad and Tobago,TTO,1984,10.8
Trinidad and Tobago,TTO,1985,10.5
Trinidad and Tobago,TTO,1986,12.2
Trinidad and Tobago,TTO,1987,13.8
Trinidad and Tobago,TTO,1988,14.8
Trinidad and Tobago,TTO,1989,11.3
Trinidad and Tobago,TTO,1990,9.5
Trinidad and Tobago,TTO,1991,10.1
Trinidad and Tobago,TTO,1992,13.1
Trinidad and Tobago,TTO,1993,10.8
Trinidad and Tobago,TTO,1994,10.1
Trinidad and Tobago,TTO,1995,10.4
Trinidad and Tobago,TTO,1996,13.2
Trinidad and Tobago,TTO,1997,10.8
Trinidad and Tobago,TTO,1998,12.7
Trinidad and Tobago,TTO,1999,13.3
Trinidad and Tobago,TTO,2000,12.4
Trinidad and Tobago,TTO,2001,13.4
Trinidad and Tobago,TTO,2002,12.4
Trinidad and Tobago,TTO,2003,14.9
Trinidad and Tobago,TTO,2004,14.5
Trinidad and Tobago,TTO,2005,14.6
Trinidad and Tobago,TTO,2006,14.7
Trinidad and Tobago,TTO,2007,14
Trinidad and Tobago,TTO,2008,14.6
Trinidad and Tobago,TTO,2009,14.7
Trinidad and Tobago,TTO,2010,17.3
Turkmenistan,TKM,1981,12.1
Turkmenistan,TKM,1982,11.3
Turkmenistan,TKM,1985,12.2
Turkmenistan,TKM,1986,9.8
Turkmenistan,TKM,1987,11.7
Turkmenistan,TKM,1988,13.1
Turkmenistan,TKM,1989,9.9
Turkmenistan,TKM,1990,11.2
Turkmenistan,TKM,1991,10
Turkmenistan,TKM,1992,9.8
Turkmenistan,TKM,1993,10.5
Turkmenistan,TKM,1994,9.3
Turkmenistan,TKM,1995,8.4
Turkmenistan,TKM,1996,8.9
Turkmenistan,TKM,1997,9.1
Turkmenistan,TKM,1998,7
Turkmenistan,TKM,2012,5.8
Turkmenistan,TKM,2013,5.8
"UK, England and Wales",,1950,48.4
"UK, England and Wales",,1951,53.1
"UK, England and Wales",,1952,56.8
"UK, England and Wales",,1953,60.7
"UK, England and Wales",,1954,65.7
"UK, England and Wales",,1955,69.3
"UK, England and Wales",,1956,72.6
"UK, England and Wales",,1957,75.9
"UK, England and Wales",,1958,78.4
"UK, England and Wales",,1959,83.1
"UK, England and Wales",,1960,85.5
"UK, England and Wales",,1961,87.1
"UK, England and Wales",,1962,89.5
"UK, England and Wales",,1963,90.9
"UK, England and Wales",,1964,93.2
"UK, England and Wales",,1965,95.7
"UK, England and Wales",,1966,97.1
"UK, England and Wales",,1967,100.4
"UK, England and Wales",,1968,101.2
"UK, England and Wales",,1969,104
"UK, England and Wales",,1970,104.5
"UK, England and Wales",,1971,105.9
"UK, England and Wales",,1972,108.1
"UK, England and Wales",,1973,108.8
"UK, England and Wales",,1974,110.5
"UK, England and Wales",,1975,109
"UK, England and Wales",,1976,111.1
"UK, England and Wales",,1977,111.6
"UK, England and Wales",,1978,111.9
"UK, England and Wales",,1979,112
"UK, England and Wales",,1980,111.7
"UK, England and Wales",,1981,109
"UK, England and Wales",,1982,107.5
"UK, England and Wales",,1983,109.6
"UK, England and Wales",,1984,107.4
"UK, England and Wales",,1985,106.8
"UK, England and Wales",,1986,103.4
"UK, England and Wales",,1987,101.4
"UK, England and Wales",,1988,100.4
"UK, England and Wales",,1989,96.6
"UK, England and Wales",,1990,95.8
"UK, England and Wales",,1991,93.2
"UK, England and Wales",,1992,90.3
"UK, England and Wales",,1993,86
"UK, England and Wales",,1994,83.5
"UK, England and Wales",,1995,80.6
"UK, England and Wales",,1996,77.4
"UK, England and Wales",,1997,74.3
"UK, England and Wales",,1998,73.7
"UK, England and Wales",,1999,70.6
"UK, England and Wales",,2000,68.8
"UK, England and Wales",,2001,69.1
"UK, England and Wales",,2002,68
"UK, England and Wales",,2003,66.3
"UK, England and Wales",,2004,64.8
"UK, England and Wales",,2005,64
"UK, England and Wales",,2006,64.3
"UK, England and Wales",,2007,63.8
"UK, England and Wales",,2008,64.3
"UK, England and Wales",,2009,63.2
"UK, England and Wales",,2010,61.7
"UK, England and Wales",,2011,61.4
"UK, England and Wales",,2012,59.9
"UK, England and Wales",,2013,59.9
"UK, Northern Ireland",,1950,21.4
"UK, Northern Ireland",,1951,22.9
"UK, Northern Ireland",,1952,24
"UK, Northern Ireland",,1953,27.1
"UK, Northern Ireland",,1954,30.8
"UK, Northern Ireland",,1955,34.2
"UK, Northern Ireland",,1956,38.2
"UK, Northern Ireland",,1957,39.3
"UK, Northern Ireland",,1958,38.5
"UK, Northern Ireland",,1959,40.5
"UK, Northern Ireland",,1960,39.9
"UK, Northern Ireland",,1961,45.6
"UK, Northern Ireland",,1962,42.3
"UK, Northern Ireland",,1963,50.2
"UK, Northern Ireland",,1964,46.4
"UK, Northern Ireland",,1965,49.1
"UK, Northern Ireland",,1966,51.9
"UK, Northern Ireland",,1967,54.1
"UK, Northern Ireland",,1968,59.2
"UK, Northern Ireland",,1969,59.9
"UK, Northern Ireland",,1970,58.7
"UK, Northern Ireland",,1971,63.6
"UK, Northern Ireland",,1972,56.4
"UK, Northern Ireland",,1973,65
"UK, Northern Ireland",,1974,62.1
"UK, Northern Ireland",,1975,64.2
"UK, Northern Ireland",,1976,67.1
"UK, Northern Ireland",,1977,65.8
"UK, Northern Ireland",,1978,68.4
"UK, Northern Ireland",,1979,67.5
"UK, Northern Ireland",,1980,68.4
"UK, Northern Ireland",,1981,67.5
"UK, Northern Ireland",,1982,67.4
"UK, Northern Ireland",,1983,69.3
"UK, Northern Ireland",,1984,74.6
