Entity,Code,Year,Crops - Avocados - 572 - Production - 5510 - tonnes (tonnes)
Least Developed Countries,,2012,304463
Least Developed Countries,,2013,307913
Least Developed Countries,,2014,351828
Least Developed Countries,,2015,355259
Least Developed Countries,,2016,357804
Least Developed Countries,,2017,358077
Least Developed Countries,,2018,348458
Lebanon,LBN,1998,4400
Lebanon,LBN,1999,6200
Lebanon,LBN,2000,3000
Lebanon,LBN,2001,4400
Lebanon,LBN,2002,4600
Lebanon,LBN,2003,4900
Lebanon,LBN,2004,4500
Lebanon,LBN,2005,5000
Lebanon,LBN,2006,4700
Lebanon,LBN,2007,6000
Lebanon,LBN,2008,6100
Lebanon,LBN,2009,7200
Lebanon,LBN,2010,8913
Lebanon,LBN,2011,7863
Lebanon,LBN,2012,7922
Lebanon,LBN,2013,8100
Lebanon,LBN,2014,8221
Lebanon,LBN,2015,8524
Lebanon,LBN,2016,8988
Lebanon,LBN,2017,9124
Lebanon,LBN,2018,9383
Low Income Food Deficit Countries,,1961,97700
Low Income Food Deficit Countries,,1962,98700
Low Income Food Deficit Countries,,1963,97700
Low Income Food Deficit Countries,,1964,99200
Low Income Food Deficit Countries,,1965,104111
Low Income Food Deficit Countries,,1966,107314
Low Income Food Deficit Countries,,1967,109519
Low Income Food Deficit Countries,,1968,112750
Low Income Food Deficit Countries,,1969,113950
Low Income Food Deficit Countries,,1970,117700
Low Income Food Deficit Countries,,1971,119444
Low Income Food Deficit Countries,,1972,125457
Low Income Food Deficit Countries,,1973,125970
Low Income Food Deficit Countries,,1974,135755
Low Income Food Deficit Countries,,1975,155615
Low Income Food Deficit Countries,,1976,149225
Low Income Food Deficit Countries,,1977,151740
Low Income Food Deficit Countries,,1978,155505
Low Income Food Deficit Countries,,1979,166820
Low Income Food Deficit Countries,,1980,173400
Low Income Food Deficit Countries,,1981,173400
Low Income Food Deficit Countries,,1982,177960
Low Income Food Deficit Countries,,1983,184480
Low Income Food Deficit Countries,,1984,190419
Low Income Food Deficit Countries,,1985,190600
Low Income Food Deficit Countries,,1986,194200
Low Income Food Deficit Countries,,1987,200900
Low Income Food Deficit Countries,,1988,204200
Low Income Food Deficit Countries,,1989,208800
Low Income Food Deficit Countries,,1990,206098
Low Income Food Deficit Countries,,1991,308053
Low Income Food Deficit Countries,,1992,315178
Low Income Food Deficit Countries,,1993,344922
Low Income Food Deficit Countries,,1994,328055
Low Income Food Deficit Countries,,1995,315428
Low Income Food Deficit Countries,,1996,320914
Low Income Food Deficit Countries,,1997,335216
Low Income Food Deficit Countries,,1998,350162
Low Income Food Deficit Countries,,1999,358946
Low Income Food Deficit Countries,,2000,434889
Low Income Food Deficit Countries,,2001,373335
Low Income Food Deficit Countries,,2002,383711
Low Income Food Deficit Countries,,2003,405596
Low Income Food Deficit Countries,,2004,414320
Low Income Food Deficit Countries,,2005,459339
Low Income Food Deficit Countries,,2006,472751
Low Income Food Deficit Countries,,2007,477163
Low Income Food Deficit Countries,,2008,471850
Low Income Food Deficit Countries,,2009,533913
Low Income Food Deficit Countries,,2010,618356
Low Income Food Deficit Countries,,2011,603363
Low Income Food Deficit Countries,,2012,590931
Low Income Food Deficit Countries,,2013,607989
Low Income Food Deficit Countries,,2014,694300
Low Income Food Deficit Countries,,2015,614273
Low Income Food Deficit Countries,,2016,659480
Low Income Food Deficit Countries,,2017,703226
Low Income Food Deficit Countries,,2018,711946
Madagascar,MDG,1969,150
Madagascar,MDG,1970,400
Madagascar,MDG,1971,794
Madagascar,MDG,1972,3007
Madagascar,MDG,1973,3670
Madagascar,MDG,1974,12055
Madagascar,MDG,1975,25215
Madagascar,MDG,1976,16625
Madagascar,MDG,1977,19040
Madagascar,MDG,1978,20805
Madagascar,MDG,1979,13820
Madagascar,MDG,1980,17400
Madagascar,MDG,1981,14400
Madagascar,MDG,1982,14760
Madagascar,MDG,1983,16080
Madagascar,MDG,1984,17119
Madagascar,MDG,1985,17300
Madagascar,MDG,1986,18000
Madagascar,MDG,1987,19000
Madagascar,MDG,1988,19000
Madagascar,MDG,1989,20000
Madagascar,MDG,1990,21000
Madagascar,MDG,1991,21000
Madagascar,MDG,1992,21500
Madagascar,MDG,1993,22000
Madagascar,MDG,1994,20000
Madagascar,MDG,1995,21000
Madagascar,MDG,1996,22000
Madagascar,MDG,1997,23000
Madagascar,MDG,1998,23000
Madagascar,MDG,1999,24000
Madagascar,MDG,2000,23000
Madagascar,MDG,2001,23143
Madagascar,MDG,2002,23078
Madagascar,MDG,2003,23533
Madagascar,MDG,2004,23546
Madagascar,MDG,2005,23993
Madagascar,MDG,2006,24000
Madagascar,MDG,2007,25000
Madagascar,MDG,2008,24000
Madagascar,MDG,2009,24561
Madagascar,MDG,2010,25060
Madagascar,MDG,2011,25385
Madagascar,MDG,2012,26000
Madagascar,MDG,2013,25900
Madagascar,MDG,2014,25958
Madagascar,MDG,2015,26266
Madagascar,MDG,2016,26413
Madagascar,MDG,2017,26596
Madagascar,MDG,2018,26777
Malawi,MWI,1991,77770
Malawi,MWI,1992,78386
Malawi,MWI,1993,79001
Malawi,MWI,1994,79617
Malawi,MWI,1995,80233
Malawi,MWI,1996,80848
Malawi,MWI,1997,81464
Malawi,MWI,1998,82079
Malawi,MWI,1999,82695
Malawi,MWI,2000,83311
Malawi,MWI,2001,83926
Malawi,MWI,2002,84542
Malawi,MWI,2003,85158
Malawi,MWI,2004,85773
Malawi,MWI,2005,86389
Malawi,MWI,2006,87004
Malawi,MWI,2007,87620
Malawi,MWI,2008,88236
Malawi,MWI,2009,88851
Malawi,MWI,2010,89467
Malawi,MWI,2011,90083
Malawi,MWI,2012,90711
Malawi,MWI,2013,91290
Malawi,MWI,2014,92400
Malawi,MWI,2015,95337
Malawi,MWI,2016,86769
Malawi,MWI,2017,97358
Malawi,MWI,2018,92239
Martinique,MTQ,1961,1400
Martinique,MTQ,1962,1500
Martinique,MTQ,1963,1500
Martinique,MTQ,1964,1700
Martinique,MTQ,1965,1600
Martinique,MTQ,1966,1800
Martinique,MTQ,1967,1800
Martinique,MTQ,1968,2000
Martinique,MTQ,1969,2000
Martinique,MTQ,1970,2000
Martinique,MTQ,1971,1800
Martinique,MTQ,1972,1500
Martinique,MTQ,1973,1327
Martinique,MTQ,1974,1623
Martinique,MTQ,1975,1835
Martinique,MTQ,1976,2389
Martinique,MTQ,1977,1470
Martinique,MTQ,1978,1890
Martinique,MTQ,1979,1095
Martinique,MTQ,1980,610
Martinique,MTQ,1981,1135
Martinique,MTQ,1982,3951
Martinique,MTQ,1983,2826
Martinique,MTQ,1984,6500
Martinique,MTQ,1985,4850
Martinique,MTQ,1986,3234
Martinique,MTQ,1987,2422
Martinique,MTQ,1988,2322
Martinique,MTQ,1989,1809
Martinique,MTQ,1990,1066
Martinique,MTQ,1991,1202
Martinique,MTQ,1992,650
Martinique,MTQ,1993,573
Martinique,MTQ,1994,573
Martinique,MTQ,1995,522
Martinique,MTQ,1996,420
Martinique,MTQ,1997,318
Martinique,MTQ,1998,363
Martinique,MTQ,1999,363
Martinique,MTQ,2000,384
Martinique,MTQ,2001,381
Martinique,MTQ,2002,360
Martinique,MTQ,2003,248
Martinique,MTQ,2004,429
Martinique,MTQ,2005,462
Martinique,MTQ,2006,462
Martinique,MTQ,2007,336
Martinique,MTQ,2008,340
Martinique,MTQ,2009,360
Martinique,MTQ,2010,374
Martinique,MTQ,2011,400
Martinique,MTQ,2012,425
Martinique,MTQ,2013,435
Martinique,MTQ,2014,450
Martinique,MTQ,2015,387
Martinique,MTQ,2016,353
Martinique,MTQ,2017,356
Martinique,MTQ,2018,352
Mexico,MEX,1961,108057
Mexico,MEX,1962,112934
Mexico,MEX,1963,130046
Mexico,MEX,1964,131721
Mexico,MEX,1965,161910
Mexico,MEX,1966,169510
Mexico,MEX,1967,173899
Mexico,MEX,1968,192307
Mexico,MEX,1969,201739
Mexico,MEX,1970,226034
Mexico,MEX,1971,236791
Mexico,MEX,1972,234270
Mexico,MEX,1973,286443
Mexico,MEX,1974,260890
Mexico,MEX,1975,279470
Mexico,MEX,1976,280421
Mexico,MEX,1977,333112
Mexico,MEX,1978,395168
Mexico,MEX,1979,365957
Mexico,MEX,1980,441768
Mexico,MEX,1981,460879
Mexico,MEX,1982,486056
Mexico,MEX,1983,426618
Mexico,MEX,1984,439418
Mexico,MEX,1985,566451
Mexico,MEX,1986,627906
Mexico,MEX,1987,520837
Mexico,MEX,1988,682928
Mexico,MEX,1989,473156
Mexico,MEX,1990,686301
Mexico,MEX,1991,780403
Mexico,MEX,1992,724523
Mexico,MEX,1993,709296
Mexico,MEX,1994,799929
Mexico,MEX,1995,790097
Mexico,MEX,1996,837787
Mexico,MEX,1997,762336
Mexico,MEX,1998,876623
Mexico,MEX,1999,879083
Mexico,MEX,2000,907439
Mexico,MEX,2001,940229
Mexico,MEX,2002,901075
Mexico,MEX,2003,905000
Mexico,MEX,2004,987000
Mexico,MEX,2005,1021515
Mexico,MEX,2006,1134250
Mexico,MEX,2007,1142892
Mexico,MEX,2008,1162429
Mexico,MEX,2009,1230973
Mexico,MEX,2010,1107135
Mexico,MEX,2011,1264141
Mexico,MEX,2012,1316104
Mexico,MEX,2013,1467837
Mexico,MEX,2014,1520695
Mexico,MEX,2015,1644226
Mexico,MEX,2016,1889354
Mexico,MEX,2017,2029886
Mexico,MEX,2018,2184663
Micronesia (region),,1961,16
Micronesia (region),,1962,15
Micronesia (region),,1963,14
Micronesia (region),,1964,11
Micronesia (region),,1965,12
Micronesia (region),,1982,92
Micronesia (region),,1983,55
Micronesia (region),,1984,59
Micronesia (region),,1985,56
Micronesia (region),,1986,88
Micronesia (region),,1987,95
Micronesia (region),,1988,96
Micronesia (region),,1990,0
Micronesia (region),,1991,0
Micronesia (region),,1992,0
Middle Africa,,1961,32700
Middle Africa,,1962,33700
Middle Africa,,1963,31700
Middle Africa,,1964,32200
Middle Africa,,1965,36250
Middle Africa,,1966,37250
Middle Africa,,1967,38760
Middle Africa,,1968,40750
Middle Africa,,1969,40800
Middle Africa,,1970,43300
Middle Africa,,1971,43650
Middle Africa,,1972,46450
Middle Africa,,1973,43000
Middle Africa,,1974,43400
Middle Africa,,1975,49100
Middle Africa,,1976,50000
Middle Africa,,1977,50100
Middle Africa,,1978,51100
Middle Africa,,1979,65000
Middle Africa,,1980,66700
Middle Africa,,1981,68700
Middle Africa,,1982,70400
Middle Africa,,1983,72900
Middle Africa,,1984,74500
Middle Africa,,1985,76300
Middle Africa,,1986,78700
Middle Africa,,1987,82400
Middle Africa,,1988,84500
Middle Africa,,1989,87000
Middle Africa,,1990,83100
Middle Africa,,1991,117462
Middle Africa,,1992,125598
Middle Africa,,1993,134319
Middle Africa,,1994,143534
Middle Africa,,1995,115191
Middle Africa,,1996,114120
Middle Africa,,1997,117288
Middle Africa,,1998,119987
Middle Africa,,1999,122687
Middle Africa,,2000,122361
Middle Africa,,2001,121873
Middle Africa,,2002,122839
Middle Africa,,2003,123841
Middle Africa,,2004,125789
Middle Africa,,2005,128188
Middle Africa,,2006,129980
Middle Africa,,2007,129140
Middle Africa,,2008,132420
Middle Africa,,2009,132712
Middle Africa,,2010,136070
Middle Africa,,2011,143712
Middle Africa,,2012,153360
Middle Africa,,2013,154292
Middle Africa,,2014,154128
Middle Africa,,2015,153478
Middle Africa,,2016,157527
Middle Africa,,2017,157022
Middle Africa,,2018,158536
Morocco,MAR,1961,1000
Morocco,MAR,1962,1000
Morocco,MAR,1963,1000
Morocco,MAR,1964,1000
Morocco,MAR,1965,1000
Morocco,MAR,1966,1000
Morocco,MAR,1967,1000
Morocco,MAR,1968,1000
Morocco,MAR,1969,1000
Morocco,MAR,1970,1000
Morocco,MAR,1971,1000
Morocco,MAR,1972,1000
Morocco,MAR,1973,1000
Morocco,MAR,1974,1000
Morocco,MAR,1975,1000
Morocco,MAR,1976,1000
Morocco,MAR,1977,1000
Morocco,MAR,1978,1000
Morocco,MAR,1979,1000
Morocco,MAR,1980,1000
Morocco,MAR,1981,1000
Morocco,MAR,1982,1000
Morocco,MAR,1983,1000
Morocco,MAR,1984,1000
Morocco,MAR,1985,2000
Morocco,MAR,1986,2500
Morocco,MAR,1987,3000
Morocco,MAR,1988,3500
Morocco,MAR,1989,4000
Morocco,MAR,1990,4500
Morocco,MAR,1991,5000
Morocco,MAR,1992,5500
Morocco,MAR,1993,6000
Morocco,MAR,1994,7000
Morocco,MAR,1995,8000
Morocco,MAR,1996,9000
Morocco,MAR,1997,10000
Morocco,MAR,1998,11000
Morocco,MAR,1999,13000
Morocco,MAR,2000,13000
Morocco,MAR,2001,13600
Morocco,MAR,2002,13500
Morocco,MAR,2003,14500
Morocco,MAR,2004,15700
Morocco,MAR,2005,13400
Morocco,MAR,2006,16400
Morocco,MAR,2007,16896
Morocco,MAR,2008,19253
Morocco,MAR,2009,26000
Morocco,MAR,2010,33645
Morocco,MAR,2011,33519
Morocco,MAR,2012,54340
Morocco,MAR,2013,28080
Morocco,MAR,2014,31896
Morocco,MAR,2015,42732
Morocco,MAR,2016,42256
Morocco,MAR,2017,41695
Morocco,MAR,2018,51170
Net Food Importing Developing Countries,,1961,316658
Net Food Importing Developing Countries,,1962,320170
Net Food Importing Developing Countries,,1963,323982
Net Food Importing Developing Countries,,1964,335585
Net Food Importing Developing Countries,,1965,342894
Net Food Importing Developing Countries,,1966,337147
Net Food Importing Developing Countries,,1967,354430
Net Food Importing Developing Countries,,1968,351043
Net Food Importing Developing Countries,,1969,371547
Net Food Importing Developing Countries,,1970,396110
Net Food Importing Developing Countries,,1971,397942
Net Food Importing Developing Countries,,1972,421231
Net Food Importing Developing Countries,,1973,430370
Net Food Importing Developing Countries,,1974,444869
Net Food Importing Developing Countries,,1975,451331
Net Food Importing Developing Countries,,1976,434330
Net Food Importing Developing Countries,,1977,444417
Net Food Importing Developing Countries,,1978,447003
Net Food Importing Developing Countries,,1979,452973
Net Food Importing Developing Countries,,1980,440399
Net Food Importing Developing Countries,,1981,450426
Net Food Importing Developing Countries,,1982,471544
Net Food Importing Developing Countries,,1983,474050
Net Food Importing Developing Countries,,1984,472266
Net Food Importing Developing Countries,,1985,450531
Net Food Importing Developing Countries,,1986,471208
Net Food Importing Developing Countries,,1987,473555
Net Food Importing Developing Countries,,1988,472827
Net Food Importing Developing Countries,,1989,496652
Net Food Importing Developing Countries,,1990,366016
Net Food Importing Developing Countries,,1991,481483
Net Food Importing Developing Countries,,1992,487233
Net Food Importing Developing Countries,,1993,511426
Net Food Importing Developing Countries,,1994,458278
Net Food Importing Developing Countries,,1995,466374
Net Food Importing Developing Countries,,1996,443310
Net Food Importing Developing Countries,,1997,486597
Net Food Importing Developing Countries,,1998,528962
Net Food Importing Developing Countries,,1999,559968
Net Food Importing Developing Countries,,2000,659821
Net Food Importing Developing Countries,,2001,613224
Net Food Importing Developing Countries,,2002,644299
Net Food Importing Developing Countries,,2003,796975
Net Food Importing Developing Countries,,2004,768903
Net Food Importing Developing Countries,,2005,708534
Net Food Importing Developing Countries,,2006,826874
Net Food Importing Developing Countries,,2007,833563
Net Food Importing Developing Countries,,2008,836843
Net Food Importing Developing Countries,,2009,919977
Net Food Importing Developing Countries,,2010,1156428
Net Food Importing Developing Countries,,2011,1201527
Net Food Importing Developing Countries,,2012,1262076
Net Food Importing Developing Countries,,2013,1367948
Net Food Importing Developing Countries,,2014,1659587
Net Food Importing Developing Countries,,2015,1631080
Net Food Importing Developing Countries,,2016,1857961
Net Food Importing Developing Countries,,2017,1971133
Net Food Importing Developing Countries,,2018,2040720
New Zealand,NZL,1974,19
New Zealand,NZL,1975,12
New Zealand,NZL,1976,30
New Zealand,NZL,1977,14
New Zealand,NZL,1978,78
New Zealand,NZL,1979,89
New Zealand,NZL,1980,67
New Zealand,NZL,1981,230
New Zealand,NZL,1982,320
New Zealand,NZL,1983,610
New Zealand,NZL,1984,660
New Zealand,NZL,1985,680
New Zealand,NZL,1986,800
New Zealand,NZL,1987,1000
New Zealand,NZL,1988,1300
New Zealand,NZL,1989,1188
New Zealand,NZL,1990,2477
New Zealand,NZL,1991,3208
New Zealand,NZL,1992,2030
New Zealand,NZL,1993,2500
New Zealand,NZL,1994,2550
New Zealand,NZL,1995,3000
New Zealand,NZL,1996,3500
New Zealand,NZL,1997,4000
New Zealand,NZL,1998,5300
New Zealand,NZL,1999,9300
New Zealand,NZL,2000,12606
New Zealand,NZL,2001,12060
New Zealand,NZL,2002,13398
New Zealand,NZL,2003,10642
New Zealand,NZL,2004,11752
New Zealand,NZL,2005,22970
New Zealand,NZL,2006,15000
New Zealand,NZL,2007,20000
New Zealand,NZL,2008,17000
New Zealand,NZL,2009,20500
New Zealand,NZL,2010,21000
New Zealand,NZL,2011,21500
New Zealand,NZL,2012,25500
New Zealand,NZL,2013,24600
New Zealand,NZL,2014,22615
New Zealand,NZL,2015,23865
New Zealand,NZL,2016,24369
New Zealand,NZL,2017,22903
New Zealand,NZL,2018,25525
Northern Africa,,1961,1000
Northern Africa,,1962,1000
Northern Africa,,1963,1000
Northern Africa,,1964,1000
Northern Africa,,1965,1000
Northern Africa,,1966,1000
Northern Africa,,1967,1000
Northern Africa,,1968,1000
Northern Africa,,1969,1000
Northern Africa,,1970,1000
Northern Africa,,1971,1000
Northern Africa,,1972,1000
Northern Africa,,1973,1000
Northern Africa,,1974,1000
Northern Africa,,1975,1000
Northern Africa,,1976,1000
Northern Africa,,1977,1000
Northern Africa,,1978,1000
Northern Africa,,1979,1000
Northern Africa,,1980,1000
Northern Africa,,1981,1000
Northern Africa,,1982,1000
Northern Africa,,1983,1000
Northern Africa,,1984,1000
Northern Africa,,1985,2000
Northern Africa,,1986,2500
Northern Africa,,1987,3000
Northern Africa,,1988,3500
Northern Africa,,1989,4000
Northern Africa,,1990,4500
Northern Africa,,1991,5000
Northern Africa,,1992,5500
Northern Africa,,1993,6000
Northern Africa,,1994,7000
Northern Africa,,1995,8000
Northern Africa,,1996,9000
Northern Africa,,1997,10000
Northern Africa,,1998,11225
Northern Africa,,1999,13225
Northern Africa,,2000,13230
Northern Africa,,2001,13843
Northern Africa,,2002,13744
Northern Africa,,2003,14750
Northern Africa,,2004,15956
Northern Africa,,2005,13661
Northern Africa,,2006,16667
Northern Africa,,2007,17168
Northern Africa,,2008,19531
Northern Africa,,2009,26283
Northern Africa,,2010,33934
Northern Africa,,2011,33814
Northern Africa,,2012,54640
Northern Africa,,2013,28385
Northern Africa,,2014,32207
Northern Africa,,2015,43050
Northern Africa,,2016,42578
Northern Africa,,2017,42023
Northern Africa,,2018,51503
Northern America,,1961,51342
Northern America,,1962,47382
Northern America,,1963,55579
Northern America,,1964,33752
Northern America,,1965,55681
Northern America,,1966,55704
Northern America,,1967,73400
Northern America,,1968,47811
Northern America,,1969,67319
Northern America,,1970,41854
Northern America,,1971,78190
Northern America,,1972,41646
Northern America,,1973,81354
Northern America,,1974,67374
Northern America,,1975,79748
Northern America,,1976,128525
Northern America,,1977,106775
Northern America,,1978,132540
Northern America,,1979,92800
Northern America,,1980,243850
Northern America,,1981,165830
Northern America,,1982,214730
Northern America,,1983,248570
Northern America,,1984,208200
Northern America,,1985,171000
Northern America,,1986,274900
Northern America,,1987,189600
Northern America,,1988,175100
Northern America,,1989,126100
Northern America,,1990,141500
Northern America,,1991,167800
Northern America,,1992,264535
Northern America,,1993,130362
Northern America,,1994,158750
Northern America,,1995,172360
Northern America,,1996,173000
Northern America,,1997,161270
Northern America,,1998,144500
Northern America,,1999,166288
Northern America,,2000,217091
Northern America,,2001,202570
Northern America,,2002,180894
Northern America,,2003,211737
Northern America,,2004,162749
Northern America,,2005,283405
Northern America,,2006,247000
Northern America,,2007,193100
Northern America,,2008,105230
Northern America,,2009,270813
Northern America,,2010,158150
Northern America,,2011,205432
Northern America,,2012,238495
Northern America,,2013,166106
Northern America,,2014,179124
Northern America,,2015,207750
Northern America,,2016,125237
Northern America,,2017,170261
Northern America,,2018,168528
Oceania,,1961,2056
Oceania,,1962,2115
Oceania,,1963,2334
Oceania,,1964,2421
Oceania,,1965,2602
Oceania,,1966,2650
Oceania,,1967,2860
Oceania,,1968,2920
Oceania,,1969,3080
Oceania,,1970,3190
Oceania,,1971,3360
Oceania,,1972,3451
Oceania,,1973,3269
Oceania,,1974,3324
Oceania,,1975,3604
Oceania,,1976,3232
Oceania,,1977,3308
Oceania,,1978,3708
Oceania,,1979,4189
Oceania,,1980,4367
Oceania,,1981,5330
Oceania,,1982,6562
Oceania,,1983,8865
Oceania,,1984,9769
Oceania,,1985,10036
Oceania,,1986,12558
Oceania,,1987,12591
Oceania,,1988,13685
Oceania,,1989,13629
Oceania,,1990,15446
Oceania,,1991,15811
Oceania,,1992,16195
Oceania,,1993,16567
Oceania,,1994,17612
Oceania,,1995,19666
Oceania,,1996,20939
Oceania,,1997,25100
Oceania,,1998,26491
Oceania,,1999,34721
Oceania,,2000,37783
Oceania,,2001,43077
Oceania,,2002,43012
Oceania,,2003,52272
Oceania,,2004,54735
Oceania,,2005,56697
Oceania,,2006,50559
Oceania,,2007,68545
Oceania,,2008,63329
Oceania,,2009,60320
Oceania,,2010,64810
Oceania,,2011,59175
Oceania,,2012,75832
Oceania,,2013,78987
Oceania,,2014,68011
Oceania,,2015,74728
Oceania,,2016,93445
Oceania,,2017,80905
Oceania,,2018,90534
Pacific Islands Trust Territory,,1961,10
Pacific Islands Trust Territory,,1962,9
Pacific Islands Trust Territory,,1963,7
Pacific Islands Trust Territory,,1964,4
Pacific Islands Trust Territory,,1965,4
Pacific Islands Trust Territory,,1990,0
Palestine,PSE,1994,19
Palestine,PSE,1995,41
Palestine,PSE,1997,156
Palestine,PSE,1998,74
Palestine,PSE,1999,63
Palestine,PSE,2000,121
Palestine,PSE,2001,325
Palestine,PSE,2002,290
Palestine,PSE,2003,268
Palestine,PSE,2004,268
Palestine,PSE,2005,479
Palestine,PSE,2006,376
Palestine,PSE,2007,377
Palestine,PSE,2008,344
Palestine,PSE,2009,384
Palestine,PSE,2010,480
Palestine,PSE,2011,580
Palestine,PSE,2012,600
Palestine,PSE,2013,570
Palestine,PSE,2014,550
Palestine,PSE,2015,581
Palestine,PSE,2016,639
Palestine,PSE,2017,654
Palestine,PSE,2018,677
Panama,PAN,1961,5100
Panama,PAN,1962,5300
Panama,PAN,1963,5500
Panama,PAN,1964,5600
Panama,PAN,1965,5800
Panama,PAN,1966,6000
Panama,PAN,1967,6200
Panama,PAN,1968,6400
Panama,PAN,1969,6600
Panama,PAN,1970,2400
Panama,PAN,1971,2300
Panama,PAN,1972,2200
Panama,PAN,1973,2200
Panama,PAN,1974,2100
Panama,PAN,1975,2098
Panama,PAN,1976,2047
Panama,PAN,1977,1998
Panama,PAN,1978,1950
Panama,PAN,1979,1904
Panama,PAN,1980,2133
Panama,PAN,1981,2113
Panama,PAN,1982,2093
Panama,PAN,1983,2073
Panama,PAN,1984,2053
Panama,PAN,1985,2034
Panama,PAN,1986,2015
Panama,PAN,1987,1995
Panama,PAN,1988,1977
Panama,PAN,1989,2174
Panama,PAN,1990,2671
Panama,PAN,1991,2697
Panama,PAN,1992,2724
Panama,PAN,1993,2762
Panama,PAN,1994,2778
Panama,PAN,1995,2806
Panama,PAN,1996,2834
Panama,PAN,1997,2862
Panama,PAN,1998,2890
Panama,PAN,1999,2919
Panama,PAN,2000,2948
Panama,PAN,2001,3402
Panama,PAN,2002,3485
Panama,PAN,2003,3571
Panama,PAN,2004,3696
Panama,PAN,2005,3732
Panama,PAN,2006,3821
Panama,PAN,2007,3914
Panama,PAN,2008,4010
Panama,PAN,2009,4108
Panama,PAN,2010,12623
Panama,PAN,2011,10319
Panama,PAN,2012,7878
Panama,PAN,2013,7956
Panama,PAN,2014,8035
Panama,PAN,2015,8115
Panama,PAN,2016,8195
Panama,PAN,2017,8276
Panama,PAN,2018,8834
Paraguay,PRY,1961,10000
Paraguay,PRY,1962,10000
Paraguay,PRY,1963,8000
Paraguay,PRY,1964,8200
Paraguay,PRY,1965,8600
Paraguay,PRY,1966,8900
Paraguay,PRY,1967,9200
Paraguay,PRY,1968,11200
Paraguay,PRY,1969,12800
Paraguay,PRY,1970,14500
Paraguay,PRY,1971,15000
Paraguay,PRY,1972,15500
Paraguay,PRY,1973,15900
Paraguay,PRY,1974,16000
Paraguay,PRY,1975,15700
Paraguay,PRY,1976,16200
Paraguay,PRY,1977,15700
Paraguay,PRY,1978,16800
Paraguay,PRY,1979,17300
Paraguay,PRY,1980,17000
Paraguay,PRY,1981,16500
Paraguay,PRY,1982,16300
Paraguay,PRY,1983,16800
Paraguay,PRY,1984,17334
Paraguay,PRY,1985,17850
Paraguay,PRY,1986,18029
Paraguay,PRY,1987,18106
Paraguay,PRY,1988,16312
Paraguay,PRY,1989,16296
Paraguay,PRY,1990,15847
Paraguay,PRY,1991,15407
Paraguay,PRY,1992,14978
Paraguay,PRY,1993,14678
Paraguay,PRY,1994,14825
Paraguay,PRY,1995,13528
Paraguay,PRY,1996,12344
Paraguay,PRY,1997,11264
Paraguay,PRY,1998,11500
Paraguay,PRY,1999,12000
Paraguay,PRY,2000,12268
Paraguay,PRY,2001,12500
Paraguay,PRY,2002,13000
Paraguay,PRY,2003,13500
Paraguay,PRY,2004,13000
Paraguay,PRY,2005,13160
Paraguay,PRY,2006,13378
Paraguay,PRY,2007,13500
Paraguay,PRY,2008,13747
Paraguay,PRY,2009,14000
Paraguay,PRY,2010,14485
Paraguay,PRY,2011,14946
Paraguay,PRY,2012,15500
Paraguay,PRY,2013,15919
Paraguay,PRY,2014,16318
Paraguay,PRY,2015,15754
Paraguay,PRY,2016,15765
Paraguay,PRY,2017,15803
Paraguay,PRY,2018,15882
Peru,PER,1961,19910
Peru,PER,1962,20930
Peru,PER,1963,22460
Peru,PER,1964,23645
Peru,PER,1965,29815
Peru,PER,1966,46522
Peru,PER,1967,45305
Peru,PER,1968,49053
Peru,PER,1969,66388
Peru,PER,1970,87396
Peru,PER,1971,96384
Peru,PER,1972,104904
Peru,PER,1973,104253
Peru,PER,1974,104047
Peru,PER,1975,85788
Peru,PER,1976,82938
Peru,PER,1977,83916
Peru,PER,1978,83480
Peru,PER,1979,82606
Peru,PER,1980,73518
Peru,PER,1981,77005
Peru,PER,1982,86107
Peru,PER,1983,77556
Peru,PER,1984,83012
Peru,PER,1985,70707
Peru,PER,1986,80148
Peru,PER,1987,83873
Peru,PER,1988,86200
Peru,PER,1989,87318
Peru,PER,1990,87928
Peru,PER,1991,85709
Peru,PER,1992,96181
Peru,PER,1993,92658
Peru,PER,1994,53112
Peru,PER,1995,53145
Peru,PER,1996,64408
Peru,PER,1997,72093
Peru,PER,1998,67222
Peru,PER,1999,78037
Peru,PER,2000,83671
Peru,PER,2001,93459
Peru,PER,2002,94236
Peru,PER,2003,99975
Peru,PER,2004,108460
Peru,PER,2005,103417
Peru,PER,2006,113259
Peru,PER,2007,121720
Peru,PER,2008,136303
Peru,PER,2009,157415
Peru,PER,2010,184370
Peru,PER,2011,213662
Peru,PER,2012,268525
Peru,PER,2013,288387
Peru,PER,2014,349317
Peru,PER,2015,367110
Peru,PER,2016,455394
Peru,PER,2017,466796
Peru,PER,2018,504517
Philippines,PHL,1961,13320
Philippines,PHL,1962,13000
Philippines,PHL,1963,13900
Philippines,PHL,1964,14423
Philippines,PHL,1965,15885
Philippines,PHL,1966,15885
Philippines,PHL,1967,16961
Philippines,PHL,1968,14381
Philippines,PHL,1969,15179
Philippines,PHL,1970,18090
Philippines,PHL,1971,15189
Philippines,PHL,1972,20663
Philippines,PHL,1973,17414
Philippines,PHL,1974,19800
Philippines,PHL,1975,21118
Philippines,PHL,1976,23980
Philippines,PHL,1977,28074
Philippines,PHL,1978,27260
Philippines,PHL,1979,27506
Philippines,PHL,1980,27503
