Entity,Code,Year,"Crops - Coffee, green - 656 - Production - 5510 - tonnes (tonnes)"
Nicaragua,NIC,1980,59107
Nicaragua,NIC,1981,61087
Nicaragua,NIC,1982,72145
Nicaragua,NIC,1983,49205
Nicaragua,NIC,1984,51290
Nicaragua,NIC,1985,35360
Nicaragua,NIC,1986,43332
Nicaragua,NIC,1987,38626
Nicaragua,NIC,1988,43447
Nicaragua,NIC,1989,45167
Nicaragua,NIC,1990,27996
Nicaragua,NIC,1991,47421
Nicaragua,NIC,1992,44505
Nicaragua,NIC,1993,41818
Nicaragua,NIC,1994,40551
Nicaragua,NIC,1995,54587
Nicaragua,NIC,1996,49900
Nicaragua,NIC,1997,65169
Nicaragua,NIC,1998,65420
Nicaragua,NIC,1999,91791
Nicaragua,NIC,2000,82206
Nicaragua,NIC,2001,66799
Nicaragua,NIC,2002,60235
Nicaragua,NIC,2003,82727
Nicaragua,NIC,2004,57533
Nicaragua,NIC,2005,95455
Nicaragua,NIC,2006,70455
Nicaragua,NIC,2007,100000
Nicaragua,NIC,2008,75957
Nicaragua,NIC,2009,92205
Nicaragua,NIC,2010,78712
Nicaragua,NIC,2011,103882
Nicaragua,NIC,2012,86944
Nicaragua,NIC,2013,84146
Nicaragua,NIC,2014,86090
Nicaragua,NIC,2015,95255
Nicaragua,NIC,2016,122470
Nicaragua,NIC,2017,128111
Nicaragua,NIC,2018,141931
Nigeria,NGA,1961,1100
Nigeria,NGA,1962,2000
Nigeria,NGA,1963,2000
Nigeria,NGA,1964,3000
Nigeria,NGA,1965,3000
Nigeria,NGA,1966,4000
Nigeria,NGA,1967,1712
Nigeria,NGA,1968,2360
Nigeria,NGA,1969,4776
Nigeria,NGA,1970,2826
Nigeria,NGA,1971,3600
Nigeria,NGA,1972,4171
Nigeria,NGA,1973,2300
Nigeria,NGA,1974,2400
Nigeria,NGA,1975,3000
Nigeria,NGA,1976,3000
Nigeria,NGA,1977,3100
Nigeria,NGA,1978,3100
Nigeria,NGA,1979,3200
Nigeria,NGA,1980,3500
Nigeria,NGA,1981,3000
Nigeria,NGA,1982,3000
Nigeria,NGA,1983,3000
Nigeria,NGA,1984,4000
Nigeria,NGA,1985,6000
Nigeria,NGA,1986,1200
Nigeria,NGA,1987,1500
Nigeria,NGA,1988,1570
Nigeria,NGA,1989,2570
Nigeria,NGA,1990,3030
Nigeria,NGA,1991,3200
Nigeria,NGA,1992,3380
Nigeria,NGA,1993,3580
Nigeria,NGA,1994,3720
Nigeria,NGA,1995,3090
Nigeria,NGA,1996,3780
Nigeria,NGA,1997,3700
Nigeria,NGA,1998,3700
Nigeria,NGA,1999,3750
Nigeria,NGA,2000,3830
Nigeria,NGA,2001,3850
Nigeria,NGA,2002,4100
Nigeria,NGA,2003,4360
Nigeria,NGA,2004,4660
Nigeria,NGA,2005,4990
Nigeria,NGA,2006,5340
Nigeria,NGA,2007,2520
Nigeria,NGA,2008,3000
Nigeria,NGA,2009,2040
Nigeria,NGA,2010,2400
Nigeria,NGA,2011,2525
Nigeria,NGA,2012,2417
Nigeria,NGA,2013,2100
Nigeria,NGA,2014,2047
Nigeria,NGA,2015,1950
Nigeria,NGA,2016,1698
Nigeria,NGA,2017,1898
Nigeria,NGA,2018,1849
Northern America,,1961,3100
Northern America,,1962,4900
Northern America,,1963,2400
Northern America,,1964,3600
Northern America,,1965,2722
Northern America,,1966,2918
Northern America,,1967,1974
Northern America,,1968,2068
Northern America,,1969,1498
Northern America,,1970,1560
Northern America,,1971,1063
Northern America,,1972,1321
Northern America,,1973,1103
Northern America,,1974,559
Northern America,,1975,675
Northern America,,1976,770
Northern America,,1977,823
Northern America,,1978,610
Northern America,,1979,794
Northern America,,1980,522
Northern America,,1981,802
Northern America,,1982,360
Northern America,,1983,1016
Northern America,,1984,635
Northern America,,1985,671
Northern America,,1986,1088
Northern America,,1987,653
Northern America,,1988,725
Northern America,,1989,1160
Northern America,,1990,1016
Northern America,,1991,1016
Northern America,,1992,871
Northern America,,1993,1056
Northern America,,1994,1560
Northern America,,1995,1960
Northern America,,1996,2320
Northern America,,1997,3260
Northern America,,1998,3450
Northern America,,1999,3630
Northern America,,2000,3950
Northern America,,2001,3630
Northern America,,2002,3400
Northern America,,2003,3760
Northern America,,2004,2540
Northern America,,2005,3719
Northern America,,2006,3311
Northern America,,2007,3400
Northern America,,2008,3950
Northern America,,2009,3950
Northern America,,2010,3990
Northern America,,2011,3447
Northern America,,2012,3175
Northern America,,2013,3175
Northern America,,2014,3670
Northern America,,2015,2390
Northern America,,2016,1960
Northern America,,2017,2200
Northern America,,2018,2380
Oceania,,1961,5241
Oceania,,1962,6872
Oceania,,1963,8009
Oceania,,1964,10469
Oceania,,1965,11925
Oceania,,1966,14056
Oceania,,1967,17850
Oceania,,1968,16038
Oceania,,1969,23594
Oceania,,1970,28668
Oceania,,1971,28370
Oceania,,1972,30408
Oceania,,1973,36601
Oceania,,1974,35124
Oceania,,1975,38710
Oceania,,1976,41165
Oceania,,1977,38944
Oceania,,1978,46679
Oceania,,1979,50498
Oceania,,1980,55691
Oceania,,1981,50658
Oceania,,1982,41584
Oceania,,1983,56523
Oceania,,1984,44161
Oceania,,1985,56954
Oceania,,1986,44934
Oceania,,1987,63081
Oceania,,1988,62224
Oceania,,1989,66080
Oceania,,1990,61014
Oceania,,1991,47729
Oceania,,1992,50832
Oceania,,1993,63844
Oceania,,1994,67267
Oceania,,1995,59713
Oceania,,1996,65223
Oceania,,1997,64667
Oceania,,1998,81086
Oceania,,1999,83189
Oceania,,2000,83109
Oceania,,2001,63853
Oceania,,2002,65202
Oceania,,2003,69392
Oceania,,2004,59948
Oceania,,2005,76174
Oceania,,2006,48518
Oceania,,2007,58174
Oceania,,2008,61784
Oceania,,2009,60322
Oceania,,2010,52317
Oceania,,2011,84992
Oceania,,2012,43725
Oceania,,2013,49797
Oceania,,2014,55773
Oceania,,2015,59258
Oceania,,2016,58803
Oceania,,2017,58437
Oceania,,2018,58070
Panama,PAN,1961,5000
Panama,PAN,1962,4400
Panama,PAN,1963,4500
Panama,PAN,1964,4300
Panama,PAN,1965,4300
Panama,PAN,1966,5000
Panama,PAN,1967,5166
Panama,PAN,1968,4500
Panama,PAN,1969,5139
Panama,PAN,1970,4436
Panama,PAN,1971,5307
Panama,PAN,1972,4944
Panama,PAN,1973,4318
Panama,PAN,1974,4504
Panama,PAN,1975,4801
Panama,PAN,1976,4677
Panama,PAN,1977,5516
Panama,PAN,1978,6146
Panama,PAN,1979,6100
Panama,PAN,1980,7272
Panama,PAN,1981,7062
Panama,PAN,1982,8142
Panama,PAN,1983,8854
Panama,PAN,1984,10750
Panama,PAN,1985,9390
Panama,PAN,1986,10596
Panama,PAN,1987,10160
Panama,PAN,1988,10274
Panama,PAN,1989,9757
Panama,PAN,1990,11547
Panama,PAN,1991,12174
Panama,PAN,1992,10945
Panama,PAN,1993,9766
Panama,PAN,1994,10400
Panama,PAN,1995,11702
Panama,PAN,1996,11113
Panama,PAN,1997,10527
Panama,PAN,1998,11435
Panama,PAN,1999,12024
Panama,PAN,2000,10255
Panama,PAN,2001,15074
Panama,PAN,2002,11390
Panama,PAN,2003,11587
Panama,PAN,2004,12779
Panama,PAN,2005,13153
Panama,PAN,2006,12844
Panama,PAN,2007,13790
Panama,PAN,2008,13324
Panama,PAN,2009,12961
Panama,PAN,2010,12470
Panama,PAN,2011,9826
Panama,PAN,2012,10049
Panama,PAN,2013,7096
Panama,PAN,2014,6688
Panama,PAN,2015,7464
Panama,PAN,2016,6135
Panama,PAN,2017,6588
Panama,PAN,2018,6729
Papua New Guinea,PNG,1961,2520
Papua New Guinea,PNG,1962,4140
Papua New Guinea,PNG,1963,5280
Papua New Guinea,PNG,1964,7500
Papua New Guinea,PNG,1965,9240
Papua New Guinea,PNG,1966,11700
Papua New Guinea,PNG,1967,15720
Papua New Guinea,PNG,1968,14570
Papua New Guinea,PNG,1969,21478
Papua New Guinea,PNG,1970,27495
Papua New Guinea,PNG,1971,26967
Papua New Guinea,PNG,1972,29015
Papua New Guinea,PNG,1973,34798
Papua New Guinea,PNG,1974,34084
Papua New Guinea,PNG,1975,36945
Papua New Guinea,PNG,1976,39466
Papua New Guinea,PNG,1977,38224
Papua New Guinea,PNG,1978,45945
Papua New Guinea,PNG,1979,49532
Papua New Guinea,PNG,1980,54762
Papua New Guinea,PNG,1981,49837
Papua New Guinea,PNG,1982,41108
Papua New Guinea,PNG,1983,55894
Papua New Guinea,PNG,1984,43675
Papua New Guinea,PNG,1985,56206
Papua New Guinea,PNG,1986,44310
Papua New Guinea,PNG,1987,62520
Papua New Guinea,PNG,1988,62000
Papua New Guinea,PNG,1989,65640
Papua New Guinea,PNG,1990,60000
Papua New Guinea,PNG,1991,47220
Papua New Guinea,PNG,1992,50460
Papua New Guinea,PNG,1993,63540
Papua New Guinea,PNG,1994,67136
Papua New Guinea,PNG,1995,59589
Papua New Guinea,PNG,1996,65091
Papua New Guinea,PNG,1997,64524
Papua New Guinea,PNG,1998,80940
Papua New Guinea,PNG,1999,83040
Papua New Guinea,PNG,2000,83000
Papua New Guinea,PNG,2001,63720
Papua New Guinea,PNG,2002,65100
Papua New Guinea,PNG,2003,69300
Papua New Guinea,PNG,2004,59820
Papua New Guinea,PNG,2005,76080
Papua New Guinea,PNG,2006,48420
Papua New Guinea,PNG,2007,58080
Papua New Guinea,PNG,2008,61680
Papua New Guinea,PNG,2009,60240
Papua New Guinea,PNG,2010,52220
Papua New Guinea,PNG,2011,84870
Papua New Guinea,PNG,2012,43620
Papua New Guinea,PNG,2013,49680
Papua New Guinea,PNG,2014,55667
Papua New Guinea,PNG,2015,59153
Papua New Guinea,PNG,2016,58700
Papua New Guinea,PNG,2017,58332
Papua New Guinea,PNG,2018,57965
Paraguay,PRY,1961,6000
Paraguay,PRY,1962,6180
Paraguay,PRY,1963,7140
Paraguay,PRY,1964,7200
Paraguay,PRY,1965,6018
Paraguay,PRY,1966,6510
Paraguay,PRY,1967,7110
Paraguay,PRY,1968,7340
Paraguay,PRY,1969,6090
Paraguay,PRY,1970,4310
Paraguay,PRY,1971,5810
Paraguay,PRY,1972,7660
Paraguay,PRY,1973,6930
Paraguay,PRY,1974,8480
Paraguay,PRY,1975,8340
Paraguay,PRY,1976,3910
Paraguay,PRY,1977,6000
Paraguay,PRY,1978,7200
Paraguay,PRY,1979,7560
Paraguay,PRY,1980,7800
Paraguay,PRY,1981,12856
Paraguay,PRY,1982,13865
Paraguay,PRY,1983,15031
Paraguay,PRY,1984,18359
Paraguay,PRY,1985,18134
Paraguay,PRY,1986,19070
Paraguay,PRY,1987,18276
Paraguay,PRY,1988,18335
Paraguay,PRY,1989,17605
Paraguay,PRY,1990,17576
Paraguay,PRY,1991,4519
Paraguay,PRY,1992,4850
Paraguay,PRY,1993,4950
Paraguay,PRY,1994,5002
Paraguay,PRY,1995,4008
Paraguay,PRY,1996,4024
Paraguay,PRY,1997,4823
Paraguay,PRY,1998,4752
Paraguay,PRY,1999,4726
Paraguay,PRY,2000,3586
Paraguay,PRY,2001,2751
Paraguay,PRY,2002,2434
Paraguay,PRY,2003,3085
Paraguay,PRY,2004,3353
Paraguay,PRY,2005,2900
Paraguay,PRY,2006,3040
Paraguay,PRY,2007,3100
Paraguay,PRY,2008,273
Paraguay,PRY,2009,281
Paraguay,PRY,2010,370
Paraguay,PRY,2011,370
Paraguay,PRY,2012,370
Paraguay,PRY,2013,382
Paraguay,PRY,2014,386
Paraguay,PRY,2015,395
Paraguay,PRY,2016,395
Paraguay,PRY,2017,442
Paraguay,PRY,2018,441
Peru,PER,1961,42643
Peru,PER,1962,46356
Peru,PER,1963,48940
Peru,PER,1964,52740
Peru,PER,1965,48264
Peru,PER,1966,52380
Peru,PER,1967,52753
Peru,PER,1968,64652
Peru,PER,1969,68439
Peru,PER,1970,65368
Peru,PER,1971,70587
Peru,PER,1972,70195
Peru,PER,1973,70396
Peru,PER,1974,69855
Peru,PER,1975,65387
Peru,PER,1976,65445
Peru,PER,1977,80190
Peru,PER,1978,88166
Peru,PER,1979,105478
Peru,PER,1980,86177
Peru,PER,1981,79360
Peru,PER,1982,79422
Peru,PER,1983,85637
Peru,PER,1984,83357
Peru,PER,1985,90736
Peru,PER,1986,96054
Peru,PER,1987,98538
Peru,PER,1988,99414
Peru,PER,1989,105753
Peru,PER,1990,81142
Peru,PER,1991,82635
Peru,PER,1992,86519
Peru,PER,1993,85603
Peru,PER,1994,91340
Peru,PER,1995,96697
Peru,PER,1996,106520
Peru,PER,1997,133296
Peru,PER,1998,144763
Peru,PER,1999,167145
Peru,PER,2000,191651
Peru,PER,2001,196232
Peru,PER,2002,212770
Peru,PER,2003,203148
Peru,PER,2004,231447
Peru,PER,2005,188611
Peru,PER,2006,273178
Peru,PER,2007,225992
Peru,PER,2008,273780
Peru,PER,2009,243479
Peru,PER,2010,264605
Peru,PER,2011,331547
Peru,PER,2012,320164
Peru,PER,2013,256241
Peru,PER,2014,222047
Peru,PER,2015,251938
Peru,PER,2016,277760
Peru,PER,2017,337330
Peru,PER,2018,369622
Philippines,PHL,1961,32300
Philippines,PHL,1962,43100
Philippines,PHL,1963,32900
Philippines,PHL,1964,39311
Philippines,PHL,1965,44145
Philippines,PHL,1966,42793
Philippines,PHL,1967,44300
Philippines,PHL,1968,43862
Philippines,PHL,1969,44172
Philippines,PHL,1970,49017
Philippines,PHL,1971,49500
Philippines,PHL,1972,51600
Philippines,PHL,1973,50910
Philippines,PHL,1974,53031
Philippines,PHL,1975,91444
Philippines,PHL,1976,80800
Philippines,PHL,1977,105100
Philippines,PHL,1978,118750
Philippines,PHL,1979,115500
Philippines,PHL,1980,125285
Philippines,PHL,1981,146700
Philippines,PHL,1982,171400
Philippines,PHL,1983,146927
Philippines,PHL,1984,116755
Philippines,PHL,1985,135354
Philippines,PHL,1986,145301
Philippines,PHL,1987,140119
Philippines,PHL,1988,141892
Philippines,PHL,1989,155900
Philippines,PHL,1990,125659
Philippines,PHL,1991,125017
Philippines,PHL,1992,126832
Philippines,PHL,1993,124415
Philippines,PHL,1994,123553
Philippines,PHL,1995,127412
Philippines,PHL,1996,117226
Philippines,PHL,1997,120006
Philippines,PHL,1998,107802
Philippines,PHL,1999,104124
Philippines,PHL,2000,107557
Philippines,PHL,2001,112271
Philippines,PHL,2002,107080
Philippines,PHL,2003,106388
Philippines,PHL,2004,102865
Philippines,PHL,2005,105847
Philippines,PHL,2006,104093
Philippines,PHL,2007,97877
Philippines,PHL,2008,97428
Philippines,PHL,2009,96433
Philippines,PHL,2010,94536
Philippines,PHL,2011,88526
Philippines,PHL,2012,88943
Philippines,PHL,2013,78634
Philippines,PHL,2014,75454
Philippines,PHL,2015,72342
Philippines,PHL,2016,68823
Philippines,PHL,2017,62078
Philippines,PHL,2018,60313
Polynesia,OWID_PYA,1961,231
Polynesia,OWID_PYA,1962,406
Polynesia,OWID_PYA,1963,278
Polynesia,OWID_PYA,1964,331
Polynesia,OWID_PYA,1965,234
Polynesia,OWID_PYA,1966,334
Polynesia,OWID_PYA,1967,288
Polynesia,OWID_PYA,1968,350
Polynesia,OWID_PYA,1969,305
Polynesia,OWID_PYA,1970,262
Polynesia,OWID_PYA,1971,270
Polynesia,OWID_PYA,1972,160
Polynesia,OWID_PYA,1973,170
Polynesia,OWID_PYA,1974,180
Polynesia,OWID_PYA,1975,190
Polynesia,OWID_PYA,1976,124
Polynesia,OWID_PYA,1977,107
Polynesia,OWID_PYA,1978,147
Polynesia,OWID_PYA,1979,202
Polynesia,OWID_PYA,1980,190
Polynesia,OWID_PYA,1981,143
Polynesia,OWID_PYA,1982,78
Polynesia,OWID_PYA,1983,174
Polynesia,OWID_PYA,1984,97
Polynesia,OWID_PYA,1985,91
Polynesia,OWID_PYA,1986,50
Polynesia,OWID_PYA,1987,40
Polynesia,OWID_PYA,1988,39
Polynesia,OWID_PYA,1989,45
Polynesia,OWID_PYA,1990,39
Polynesia,OWID_PYA,1991,44
Polynesia,OWID_PYA,1992,38
Polynesia,OWID_PYA,1993,41
Polynesia,OWID_PYA,1994,45
Polynesia,OWID_PYA,1995,52
Polynesia,OWID_PYA,1996,57
Polynesia,OWID_PYA,1997,51
Polynesia,OWID_PYA,1998,50
Polynesia,OWID_PYA,1999,46
Polynesia,OWID_PYA,2000,46
Polynesia,OWID_PYA,2001,46
Polynesia,OWID_PYA,2002,46
Polynesia,OWID_PYA,2003,43
Polynesia,OWID_PYA,2004,37
Polynesia,OWID_PYA,2005,40
Polynesia,OWID_PYA,2006,43
Polynesia,OWID_PYA,2007,42
Polynesia,OWID_PYA,2008,41
Polynesia,OWID_PYA,2009,43
Polynesia,OWID_PYA,2010,45
Polynesia,OWID_PYA,2011,46
Polynesia,OWID_PYA,2012,47
Polynesia,OWID_PYA,2013,48
Polynesia,OWID_PYA,2014,46
Polynesia,OWID_PYA,2015,49
Polynesia,OWID_PYA,2016,51
Polynesia,OWID_PYA,2017,51
Polynesia,OWID_PYA,2018,52
Puerto Rico,PRI,1961,15876
Puerto Rico,PRI,1962,17917
Puerto Rico,PRI,1963,14288
Puerto Rico,PRI,1964,17010
Puerto Rico,PRI,1965,13600
Puerto Rico,PRI,1966,12882
Puerto Rico,PRI,1967,14742
Puerto Rico,PRI,1968,11793
Puerto Rico,PRI,1969,9078
Puerto Rico,PRI,1970,15422
Puerto Rico,PRI,1971,10886
Puerto Rico,PRI,1972,12247
Puerto Rico,PRI,1973,13698
Puerto Rico,PRI,1974,10478
Puerto Rico,PRI,1975,11430
Puerto Rico,PRI,1976,11428
Puerto Rico,PRI,1977,8707
Puerto Rico,PRI,1978,11927
Puerto Rico,PRI,1979,9526
Puerto Rico,PRI,1980,11884
Puerto Rico,PRI,1981,13608
Puerto Rico,PRI,1982,12973
Puerto Rico,PRI,1983,15649
Puerto Rico,PRI,1984,12247
Puerto Rico,PRI,1985,14061
Puerto Rico,PRI,1986,11340
Puerto Rico,PRI,1987,15967
Puerto Rico,PRI,1988,13154
Puerto Rico,PRI,1989,14515
Puerto Rico,PRI,1990,12927
Puerto Rico,PRI,1991,12701
Puerto Rico,PRI,1992,12701
Puerto Rico,PRI,1993,15478
Puerto Rico,PRI,1994,12700
Puerto Rico,PRI,1995,12701
Puerto Rico,PRI,1996,12175
Puerto Rico,PRI,1997,11567
Puerto Rico,PRI,1998,13393
Puerto Rico,PRI,1999,7000
Puerto Rico,PRI,2000,8250
Puerto Rico,PRI,2001,8650
Puerto Rico,PRI,2002,7600
Puerto Rico,PRI,2003,9308
Puerto Rico,PRI,2004,10206
Puerto Rico,PRI,2005,7938
Puerto Rico,PRI,2006,8000
Puerto Rico,PRI,2007,8100
Puerto Rico,PRI,2008,7263
Puerto Rico,PRI,2009,6929
Puerto Rico,PRI,2010,6432
Puerto Rico,PRI,2011,6037
Puerto Rico,PRI,2012,5629
Puerto Rico,PRI,2013,5206
Puerto Rico,PRI,2014,4674
Puerto Rico,PRI,2015,3369
Puerto Rico,PRI,2016,4416
Puerto Rico,PRI,2017,3830
Puerto Rico,PRI,2018,3872
Rwanda,RWA,1961,10500
Rwanda,RWA,1962,10000
Rwanda,RWA,1963,4700
Rwanda,RWA,1964,8100
Rwanda,RWA,1965,9998
Rwanda,RWA,1966,8603
Rwanda,RWA,1967,11157
Rwanda,RWA,1968,12015
Rwanda,RWA,1969,12399
Rwanda,RWA,1970,14240
Rwanda,RWA,1971,15245
Rwanda,RWA,1972,10602
Rwanda,RWA,1973,14160
Rwanda,RWA,1974,14062
Rwanda,RWA,1975,18045
Rwanda,RWA,1976,20334
Rwanda,RWA,1977,20684
Rwanda,RWA,1978,21994
Rwanda,RWA,1979,25500
Rwanda,RWA,1980,22600
Rwanda,RWA,1981,29200
Rwanda,RWA,1982,27200
Rwanda,RWA,1983,33500
Rwanda,RWA,1984,32500
Rwanda,RWA,1985,43000
Rwanda,RWA,1986,41348
Rwanda,RWA,1987,41797
Rwanda,RWA,1988,42666
Rwanda,RWA,1989,30591
Rwanda,RWA,1990,34680
Rwanda,RWA,1991,35000
Rwanda,RWA,1992,38824
Rwanda,RWA,1993,27510
Rwanda,RWA,1994,1274
Rwanda,RWA,1995,21952
Rwanda,RWA,1996,15285
Rwanda,RWA,1997,14830
Rwanda,RWA,1998,14268
Rwanda,RWA,1999,18800
Rwanda,RWA,2000,16098
Rwanda,RWA,2001,18366
Rwanda,RWA,2002,19427
Rwanda,RWA,2003,13805
Rwanda,RWA,2004,20017
Rwanda,RWA,2005,18597
Rwanda,RWA,2006,22223
Rwanda,RWA,2007,14683
Rwanda,RWA,2008,20724
Rwanda,RWA,2009,19372
Rwanda,RWA,2010,19319
Rwanda,RWA,2011,21820
Rwanda,RWA,2012,19995
Rwanda,RWA,2013,18346
Rwanda,RWA,2014,16379
Rwanda,RWA,2015,21808
Rwanda,RWA,2016,19189
Rwanda,RWA,2017,19231
Rwanda,RWA,2018,21548
Saint Lucia,LCA,1961,25
Saint Lucia,LCA,1962,25
Saint Lucia,LCA,1963,25
Saint Lucia,LCA,1964,25
Saint Lucia,LCA,1965,25
Saint Lucia,LCA,1966,25
Saint Lucia,LCA,1967,25
Saint Lucia,LCA,1968,25
Saint Lucia,LCA,1969,24
Saint Lucia,LCA,1970,24
Saint Lucia,LCA,1971,24
Saint Lucia,LCA,1972,24
Saint Lucia,LCA,1973,24
Saint Lucia,LCA,1974,23
Saint Lucia,LCA,1975,22
Saint Lucia,LCA,1976,21
Saint Lucia,LCA,1977,20
Saint Lucia,LCA,1978,19
Saint Lucia,LCA,1979,18
Saint Lucia,LCA,1980,17
Saint Lucia,LCA,1981,12
Saint Lucia,LCA,1982,15
Saint Lucia,LCA,1983,16
Saint Lucia,LCA,1984,17
Saint Lucia,LCA,1985,18
Saint Lucia,LCA,1986,19
Saint Lucia,LCA,1987,20
Saint Lucia,LCA,1988,20
Saint Lucia,LCA,1989,0
Saint Vincent and the Grenadines,VCT,1961,50
Saint Vincent and the Grenadines,VCT,1962,50
Saint Vincent and the Grenadines,VCT,1963,55
Saint Vincent and the Grenadines,VCT,1964,55
Saint Vincent and the Grenadines,VCT,1965,60
Saint Vincent and the Grenadines,VCT,1966,60
Saint Vincent and the Grenadines,VCT,1967,70
Saint Vincent and the Grenadines,VCT,1968,70
Saint Vincent and the Grenadines,VCT,1969,80
Saint Vincent and the Grenadines,VCT,1970,80
Saint Vincent and the Grenadines,VCT,1971,90
Saint Vincent and the Grenadines,VCT,1972,90
Saint Vincent and the Grenadines,VCT,1973,90
Saint Vincent and the Grenadines,VCT,1974,100
Saint Vincent and the Grenadines,VCT,1975,100
Saint Vincent and the Grenadines,VCT,1976,100
Saint Vincent and the Grenadines,VCT,1977,100
Saint Vincent and the Grenadines,VCT,1978,105
Saint Vincent and the Grenadines,VCT,1979,110
Saint Vincent and the Grenadines,VCT,1980,115
Saint Vincent and the Grenadines,VCT,1981,120
Saint Vincent and the Grenadines,VCT,1982,120
Saint Vincent and the Grenadines,VCT,1983,130
Saint Vincent and the Grenadines,VCT,1984,130
Saint Vincent and the Grenadines,VCT,1985,130
Saint Vincent and the Grenadines,VCT,1986,140
Saint Vincent and the Grenadines,VCT,1987,140
Saint Vincent and the Grenadines,VCT,1988,145
Saint Vincent and the Grenadines,VCT,1989,145
Saint Vincent and the Grenadines,VCT,1990,150
Saint Vincent and the Grenadines,VCT,1991,152
Saint Vincent and the Grenadines,VCT,1992,155
Saint Vincent and the Grenadines,VCT,1993,150
Saint Vincent and the Grenadines,VCT,1994,155
Saint Vincent and the Grenadines,VCT,1995,160
Saint Vincent and the Grenadines,VCT,1996,163
Saint Vincent and the Grenadines,VCT,1997,164
Saint Vincent and the Grenadines,VCT,1998,173
Saint Vincent and the Grenadines,VCT,1999,170
Saint Vincent and the Grenadines,VCT,2000,160
Saint Vincent and the Grenadines,VCT,2001,155
Saint Vincent and the Grenadines,VCT,2002,150
Saint Vincent and the Grenadines,VCT,2003,145
Saint Vincent and the Grenadines,VCT,2004,150
Saint Vincent and the Grenadines,VCT,2005,165
Saint Vincent and the Grenadines,VCT,2006,175
Saint Vincent and the Grenadines,VCT,2007,180
Saint Vincent and the Grenadines,VCT,2008,200
Saint Vincent and the Grenadines,VCT,2009,220
Saint Vincent and the Grenadines,VCT,2010,200
Saint Vincent and the Grenadines,VCT,2011,189
Saint Vincent and the Grenadines,VCT,2012,170
Saint Vincent and the Grenadines,VCT,2013,175
Saint Vincent and the Grenadines,VCT,2014,179
Saint Vincent and the Grenadines,VCT,2015,181
Saint Vincent and the Grenadines,VCT,2016,180
Saint Vincent and the Grenadines,VCT,2017,181
Saint Vincent and the Grenadines,VCT,2018,181
Samoa,WSM,1961,115
Samoa,WSM,1962,130
Samoa,WSM,1963,130
Samoa,WSM,1964,120
Samoa,WSM,1965,135
Samoa,WSM,1966,150
Samoa,WSM,1967,150
Samoa,WSM,1968,150
Samoa,WSM,1969,150
Samoa,WSM,1970,150
Samoa,WSM,1971,150
Samoa,WSM,1972,40
Samoa,WSM,1973,40
Samoa,WSM,1974,40
Samoa,WSM,1975,20
Samoa,WSM,1976,20
Samoa,WSM,1977,20
Samoa,WSM,1978,20
Samoa,WSM,1979,20
Samoa,WSM,1980,20
Samoa,WSM,1981,20
Samoa,WSM,1982,20
Samoa,WSM,1983,20
Samoa,WSM,1984,20
Samoa,WSM,1985,20
Samoa,WSM,1986,20
Samoa,WSM,1987,20
Samoa,WSM,1988,20
Samoa,WSM,1989,20
Samoa,WSM,1990,18
Samoa,WSM,1991,17
Samoa,WSM,1992,16
Samoa,WSM,1993,15
Samoa,WSM,1994,14
Samoa,WSM,1995,13
Samoa,WSM,1996,12
Samoa,WSM,1997,11
Samoa,WSM,1998,10
Samoa,WSM,1999,9
Samoa,WSM,2000,8
Samoa,WSM,2001,8
Samoa,WSM,2002,8
Samoa,WSM,2003,8
Samoa,WSM,2004,8
Samoa,WSM,2005,8
Samoa,WSM,2006,8
Samoa,WSM,2007,8
Samoa,WSM,2008,8
Samoa,WSM,2009,8
Samoa,WSM,2010,10
Samoa,WSM,2011,10
Samoa,WSM,2012,11
Samoa,WSM,2013,11
Samoa,WSM,2014,11
Samoa,WSM,2015,12
Samoa,WSM,2016,12
Samoa,WSM,2017,12
Samoa,WSM,2018,13
Sao Tome and Principe,STP,1961,258
Sao Tome and Principe,STP,1962,297
Sao Tome and Principe,STP,1963,258
Sao Tome and Principe,STP,1964,197
Sao Tome and Principe,STP,1965,214
Sao Tome and Principe,STP,1966,158
Sao Tome and Principe,STP,1967,175
Sao Tome and Principe,STP,1968,133
Sao Tome and Principe,STP,1969,151
Sao Tome and Principe,STP,1970,125
Sao Tome and Principe,STP,1971,70
Sao Tome and Principe,STP,1972,143
Sao Tome and Principe,STP,1973,61
Sao Tome and Principe,STP,1974,93
Sao Tome and Principe,STP,1975,28
Sao Tome and Principe,STP,1976,45
Sao Tome and Principe,STP,1977,60
Sao Tome and Principe,STP,1978,60
Sao Tome and Principe,STP,1979,60
Sao Tome and Principe,STP,1980,60
Sao Tome and Principe,STP,1981,60
Sao Tome and Principe,STP,1982,60
Sao Tome and Principe,STP,1983,60
Sao Tome and Principe,STP,1984,54
Sao Tome and Principe,STP,1985,14
Sao Tome and Principe,STP,1986,22
Sao Tome and Principe,STP,1987,9
Sao Tome and Principe,STP,1988,31
Sao Tome and Principe,STP,1989,8
Sao Tome and Principe,STP,1990,37
Sao Tome and Principe,STP,1991,11
Sao Tome and Principe,STP,1992,13
Sao Tome and Principe,STP,1993,20
Sao Tome and Principe,STP,1994,22
Sao Tome and Principe,STP,1995,17
Sao Tome and Principe,STP,1996,21
Sao Tome and Principe,STP,1997,45
Sao Tome and Principe,STP,1998,36
Sao Tome and Principe,STP,1999,58
