Entity,Code,Year, (Annual hours worked per worker)
Saint Lucia,LCA,2008,1959.36
Saint Lucia,LCA,2009,1903
Saint Lucia,LCA,2010,1899.64
Saint Lucia,LCA,2011,1906.87
Saint Lucia,LCA,2012,1880.93
Saint Lucia,LCA,2013,1867.28
Saint Lucia,LCA,2014,1859.21
Saint Lucia,LCA,2015,1859.21
Saint Lucia,LCA,2016,1859.21
Singapore,SGP,1950,2339.65
Singapore,SGP,1951,2332.97
Singapore,SGP,1952,2326.32
Singapore,SGP,1953,2319.69
Singapore,SGP,1954,2313.08
Singapore,SGP,1955,2306.48
Singapore,SGP,1956,2299.9
Singapore,SGP,1957,2293.35
Singapore,SGP,1958,2286.81
Singapore,SGP,1959,2280.29
Singapore,SGP,1960,2273.79
Singapore,SGP,1961,2267.3
Singapore,SGP,1962,2260.84
Singapore,SGP,1963,2254.39
Singapore,SGP,1964,2247.96
Singapore,SGP,1965,2241.55
Singapore,SGP,1966,2235.16
Singapore,SGP,1967,2228.79
Singapore,SGP,1968,2222.44
Singapore,SGP,1969,2216.1
Singapore,SGP,1970,2209.78
Singapore,SGP,1971,2237.52
Singapore,SGP,1972,2246.76
Singapore,SGP,1973,2237.52
Singapore,SGP,1974,2187.68
Singapore,SGP,1975,2167.82
Singapore,SGP,1976,2192.2
Singapore,SGP,1977,2141.51
Singapore,SGP,1978,2140.81
Singapore,SGP,1979,2118.08
Singapore,SGP,1980,2126.06
Singapore,SGP,1981,2151.34
Singapore,SGP,1982,2157.38
Singapore,SGP,1983,2162.3
Singapore,SGP,1984,2171.17
Singapore,SGP,1985,2132.87
Singapore,SGP,1986,2164.83
Singapore,SGP,1987,2193.83
Singapore,SGP,1988,2206.76
Singapore,SGP,1989,2262.13
Singapore,SGP,1990,2266.31
Singapore,SGP,1991,2285.2
Singapore,SGP,1992,2288.65
Singapore,SGP,1993,2313.77
Singapore,SGP,1994,2328.63
Singapore,SGP,1995,2341.34
Singapore,SGP,1996,2360.95
Singapore,SGP,1997,2374.25
Singapore,SGP,1998,2360.85
Singapore,SGP,1999,2381.77
Singapore,SGP,2000,2399.22
Singapore,SGP,2001,2379.86
Singapore,SGP,2002,2371.95
Singapore,SGP,2003,2376.62
Singapore,SGP,2004,2344.52
Singapore,SGP,2005,2344.65
Singapore,SGP,2006,2336.61
Singapore,SGP,2007,2316.36
Singapore,SGP,2008,2306.22
Singapore,SGP,2009,2274.1
Singapore,SGP,2010,2323.2
Singapore,SGP,2011,2310.22
Singapore,SGP,2012,2313.6
Singapore,SGP,2013,2313.6
Singapore,SGP,2014,2262.53
Singapore,SGP,2015,2257.42
Singapore,SGP,2016,2257.42
Slovakia,SVK,1990,1827.65
Slovakia,SVK,1991,1827.73
Slovakia,SVK,1992,1827.68
Slovakia,SVK,1993,1827.8
Slovakia,SVK,1994,1827.43
Slovakia,SVK,1995,1853.05
Slovakia,SVK,1996,1819.63
Slovakia,SVK,1997,1830
Slovakia,SVK,1998,1821.86
Slovakia,SVK,1999,1816.24
Slovakia,SVK,2000,1815.61
Slovakia,SVK,2001,1800.74
Slovakia,SVK,2002,1754.07
Slovakia,SVK,2003,1697.57
Slovakia,SVK,2004,1741.99
Slovakia,SVK,2005,1769.49
Slovakia,SVK,2006,1774.45
Slovakia,SVK,2007,1791.2
Slovakia,SVK,2008,1793.36
Slovakia,SVK,2009,1780.34
Slovakia,SVK,2010,1805.15
Slovakia,SVK,2011,1793.01
Slovakia,SVK,2012,1789.04
Slovakia,SVK,2013,1771.61
Slovakia,SVK,2014,1759.61
Slovakia,SVK,2015,1754.09
Slovakia,SVK,2016,1762.86
Slovenia,SVN,1990,1772.45
Slovenia,SVN,1991,1766.05
Slovenia,SVN,1992,1742.61
Slovenia,SVN,1993,1741.81
Slovenia,SVN,1994,1764.04
Slovenia,SVN,1995,1755.4
Slovenia,SVN,1996,1727.49
Slovenia,SVN,1997,1714.8
Slovenia,SVN,1998,1727.97
Slovenia,SVN,1999,1729.69
Slovenia,SVN,2000,1710.1
Slovenia,SVN,2001,1695.89
Slovenia,SVN,2002,1720.52
Slovenia,SVN,2003,1723.83
Slovenia,SVN,2004,1736.57
Slovenia,SVN,2005,1696.6
Slovenia,SVN,2006,1667.45
Slovenia,SVN,2007,1654.94
Slovenia,SVN,2008,1673.65
Slovenia,SVN,2009,1678.75
Slovenia,SVN,2010,1680.14
Slovenia,SVN,2011,1663.16
Slovenia,SVN,2012,1635.67
Slovenia,SVN,2013,1655.29
Slovenia,SVN,2014,1676.43
Slovenia,SVN,2015,1675.73
Slovenia,SVN,2016,1677.4
South Africa,ZAF,2001,2376.33
South Africa,ZAF,2002,2382.77
South Africa,ZAF,2003,2318.68
South Africa,ZAF,2004,2342.28
South Africa,ZAF,2005,2399.42
South Africa,ZAF,2006,2315.75
South Africa,ZAF,2007,2322.11
South Africa,ZAF,2008,2284.23
South Africa,ZAF,2009,2249.31
South Africa,ZAF,2010,2235.74
South Africa,ZAF,2011,2254.58
South Africa,ZAF,2012,2224.11
South Africa,ZAF,2013,2211.99
South Africa,ZAF,2014,2209.09
South Africa,ZAF,2015,2209.09
South Africa,ZAF,2016,2209.09
South Korea,KOR,1950,2381.2
South Korea,KOR,1951,2415.84
South Korea,KOR,1952,2450.99
South Korea,KOR,1953,2486.65
South Korea,KOR,1954,2522.83
South Korea,KOR,1955,2559.54
South Korea,KOR,1956,2596.78
South Korea,KOR,1957,2634.56
South Korea,KOR,1958,2672.9
South Korea,KOR,1959,2711.79
South Korea,KOR,1960,2751.24
South Korea,KOR,1961,2791.27
South Korea,KOR,1962,2831.88
South Korea,KOR,1963,2873.09
South Korea,KOR,1964,2782.36
South Korea,KOR,1965,2903.33
South Korea,KOR,1966,2885.18
South Korea,KOR,1967,2921.47
South Korea,KOR,1968,2975.91
South Korea,KOR,1969,3042.45
South Korea,KOR,1970,2921.47
South Korea,KOR,1971,2915.63
South Korea,KOR,1972,2909.77
South Korea,KOR,1973,2903.98
South Korea,KOR,1974,2898.17
South Korea,KOR,1975,2892.37
South Korea,KOR,1976,2886.55
South Korea,KOR,1977,2880.83
South Korea,KOR,1978,2875.04
South Korea,KOR,1979,2869.36
South Korea,KOR,1980,2863.44
South Korea,KOR,1981,2879.44
South Korea,KOR,1982,2892.43
South Korea,KOR,1983,2910.43
South Korea,KOR,1984,2906.43
South Korea,KOR,1985,2881.43
South Korea,KOR,1986,2910.43
South Korea,KOR,1987,2879.44
South Korea,KOR,1988,2833.44
South Korea,KOR,1989,2730.46
South Korea,KOR,1990,2676.47
South Korea,KOR,1991,2660.48
South Korea,KOR,1992,2638.48
South Korea,KOR,1993,2655.48
South Korea,KOR,1994,2639.48
South Korea,KOR,1995,2647.48
South Korea,KOR,1996,2636.48
South Korea,KOR,1997,2581.49
South Korea,KOR,1998,2487.51
South Korea,KOR,1999,2494.51
South Korea,KOR,2000,2511.51
South Korea,KOR,2001,2498.51
South Korea,KOR,2002,2463.52
South Korea,KOR,2003,2423.52
South Korea,KOR,2004,2391.53
South Korea,KOR,2005,2351.32
South Korea,KOR,2006,2345.92
South Korea,KOR,2007,2306.2
South Korea,KOR,2008,2245.54
South Korea,KOR,2009,2232.05
South Korea,KOR,2010,2186.65
South Korea,KOR,2011,2089.51
South Korea,KOR,2012,2162.65
South Korea,KOR,2013,2079.22
South Korea,KOR,2014,2124
South Korea,KOR,2015,2161.05
South Korea,KOR,2016,2161.05
Spain,ESP,1950,1974.76
Spain,ESP,1951,1972.78
Spain,ESP,1952,1970.81
Spain,ESP,1953,1968.84
Spain,ESP,1954,1966.88
Spain,ESP,1955,1964.91
Spain,ESP,1956,1962.95
Spain,ESP,1957,1960.99
Spain,ESP,1958,1959.03
Spain,ESP,1959,1957.07
Spain,ESP,1960,1955.12
Spain,ESP,1961,1959.24
Spain,ESP,1962,1963.37
Spain,ESP,1963,1967.51
Spain,ESP,1964,1971.66
Spain,ESP,1965,1975.82
Spain,ESP,1966,1979.99
Spain,ESP,1967,1984.17
Spain,ESP,1968,1988.35
Spain,ESP,1969,1992.55
Spain,ESP,1970,1996.75
Spain,ESP,1971,1996.86
Spain,ESP,1972,1992.72
Spain,ESP,1973,1980.88
Spain,ESP,1974,1987.05
Spain,ESP,1975,1996.88
Spain,ESP,1976,2006.99
Spain,ESP,1977,2000.8
Spain,ESP,1978,1973.57
Spain,ESP,1979,1929.88
Spain,ESP,1980,1918.15
Spain,ESP,1981,1884
Spain,ESP,1982,1862.95
Spain,ESP,1983,1830.78
Spain,ESP,1984,1786.71
Spain,ESP,1985,1776.72
Spain,ESP,1986,1768.69
Spain,ESP,1987,1760.67
Spain,ESP,1988,1756.6
Spain,ESP,1989,1744.58
Spain,ESP,1990,1746.55
Spain,ESP,1991,1755.55
Spain,ESP,1992,1747.59
Spain,ESP,1993,1739.58
Spain,ESP,1994,1738.53
Spain,ESP,1995,1738.82
Spain,ESP,1996,1740.2
Spain,ESP,1997,1742.49
Spain,ESP,1998,1750.96
Spain,ESP,1999,1756.05
Spain,ESP,2000,1752.76
Spain,ESP,2001,1762.5
Spain,ESP,2002,1764.57
Spain,ESP,2003,1755.94
Spain,ESP,2004,1741.51
Spain,ESP,2005,1725.6
Spain,ESP,2006,1715.66
Spain,ESP,2007,1703.49
Spain,ESP,2008,1712.55
Spain,ESP,2009,1719.67
Spain,ESP,2010,1710.4
Spain,ESP,2011,1715.51
Spain,ESP,2012,1699.93
Spain,ESP,2013,1695.55
Spain,ESP,2014,1698.05
Spain,ESP,2015,1691.28
Spain,ESP,2016,1692.97
Sri Lanka,LKA,1970,1574.33
Sri Lanka,LKA,1971,1574.36
Sri Lanka,LKA,1972,1600.24
Sri Lanka,LKA,1973,1675.6
Sri Lanka,LKA,1974,1760.7
Sri Lanka,LKA,1975,1830.23
Sri Lanka,LKA,1976,1879.22
Sri Lanka,LKA,1977,1991.54
Sri Lanka,LKA,1978,2042.33
Sri Lanka,LKA,1979,2016.16
Sri Lanka,LKA,1980,1991.17
Sri Lanka,LKA,1981,1975.5
Sri Lanka,LKA,1982,2007.04
Sri Lanka,LKA,1983,1969.96
Sri Lanka,LKA,1984,1946.98
Sri Lanka,LKA,1985,1939.85
Sri Lanka,LKA,1986,1939.5
Sri Lanka,LKA,1987,1975.46
Sri Lanka,LKA,1988,1992.25
Sri Lanka,LKA,1989,2043.92
Sri Lanka,LKA,1990,1951.07
Sri Lanka,LKA,1991,2031.92
Sri Lanka,LKA,1992,1972.37
Sri Lanka,LKA,1993,2010.6
Sri Lanka,LKA,1994,1973.38
Sri Lanka,LKA,1995,1939.52
Sri Lanka,LKA,1996,1944.52
Sri Lanka,LKA,1997,1912.28
Sri Lanka,LKA,1998,1900.19
Sri Lanka,LKA,1999,1922.88
Sri Lanka,LKA,2000,1966.51
Sri Lanka,LKA,2001,2029.16
Sri Lanka,LKA,2002,1943.1
Sri Lanka,LKA,2003,1998.65
Sri Lanka,LKA,2004,2008.22
Sri Lanka,LKA,2005,2044.59
Sri Lanka,LKA,2006,2006.91
Sri Lanka,LKA,2007,2053.88
Sri Lanka,LKA,2008,1966.21
Sri Lanka,LKA,2009,1976.25
Sri Lanka,LKA,2010,2010.36
Sri Lanka,LKA,2011,2005.5
Sri Lanka,LKA,2012,2071.69
Sri Lanka,LKA,2013,2038.54
Sri Lanka,LKA,2014,2038.54
Sri Lanka,LKA,2015,2038.54
Sri Lanka,LKA,2016,2038.54
Sweden,SWE,1950,2007.67
Sweden,SWE,1951,1998.71
Sweden,SWE,1952,1998.71
Sweden,SWE,1953,1978.79
Sweden,SWE,1954,1989.74
Sweden,SWE,1955,1978.79
Sweden,SWE,1956,1953.89
Sweden,SWE,1957,1953.89
Sweden,SWE,1958,1922.03
Sweden,SWE,1959,1896.13
Sweden,SWE,1960,1891.15
Sweden,SWE,1961,1893.15
Sweden,SWE,1962,1881.2
Sweden,SWE,1963,1875.22
Sweden,SWE,1964,1844.35
Sweden,SWE,1965,1833.39
Sweden,SWE,1966,1819.45
Sweden,SWE,1967,1788.58
Sweden,SWE,1968,1745.76
Sweden,SWE,1969,1722.85
Sweden,SWE,1970,1722.85
Sweden,SWE,1971,1690.72
Sweden,SWE,1972,1650.81
Sweden,SWE,1973,1635.17
Sweden,SWE,1974,1616.25
Sweden,SWE,1975,1592.38
Sweden,SWE,1976,1605.52
Sweden,SWE,1977,1575.27
Sweden,SWE,1978,1537.18
Sweden,SWE,1979,1527.83
Sweden,SWE,1980,1516.81
Sweden,SWE,1981,1508.41
Sweden,SWE,1982,1522.54
Sweden,SWE,1983,1531.84
Sweden,SWE,1984,1534.02
Sweden,SWE,1985,1538.05
Sweden,SWE,1986,1536.07
Sweden,SWE,1987,1546.19
Sweden,SWE,1988,1565.76
Sweden,SWE,1989,1564.61
Sweden,SWE,1990,1560.94
Sweden,SWE,1991,1547.67
Sweden,SWE,1992,1565.28
Sweden,SWE,1993,1597
Sweden,SWE,1994,1635.22
Sweden,SWE,1995,1640.34
Sweden,SWE,1996,1653.04
Sweden,SWE,1997,1657.97
Sweden,SWE,1998,1656.32
Sweden,SWE,1999,1664.81
Sweden,SWE,2000,1642.08
Sweden,SWE,2001,1618.21
Sweden,SWE,2002,1594.87
Sweden,SWE,2003,1581.56
Sweden,SWE,2004,1605.51
Sweden,SWE,2005,1605.06
Sweden,SWE,2006,1599.13
Sweden,SWE,2007,1611.5
Sweden,SWE,2008,1616.86
Sweden,SWE,2009,1609.15
Sweden,SWE,2010,1635.01
Sweden,SWE,2011,1632.52
Sweden,SWE,2012,1618.38
Sweden,SWE,2013,1608.65
Sweden,SWE,2014,1610.53
Sweden,SWE,2015,1612.3
Sweden,SWE,2016,1613.91
Switzerland,CHE,1950,1991.46
Switzerland,CHE,1951,1984
Switzerland,CHE,1952,1976.56
Switzerland,CHE,1953,1969.16
Switzerland,CHE,1954,1961.78
Switzerland,CHE,1955,1954.43
Switzerland,CHE,1956,1947.1
Switzerland,CHE,1957,1939.81
Switzerland,CHE,1958,1932.54
Switzerland,CHE,1959,1925.29
Switzerland,CHE,1960,1918.08
Switzerland,CHE,1961,1920.82
Switzerland,CHE,1962,1923.57
Switzerland,CHE,1963,1926.31
Switzerland,CHE,1964,1929.07
Switzerland,CHE,1965,1931.82
Switzerland,CHE,1966,1934.58
Switzerland,CHE,1967,1937.35
Switzerland,CHE,1968,1940.12
Switzerland,CHE,1969,1942.89
Switzerland,CHE,1970,1945.66
Switzerland,CHE,1971,1935.6
Switzerland,CHE,1972,1911.87
Switzerland,CHE,1973,1885.71
Switzerland,CHE,1974,1857.55
Switzerland,CHE,1975,1848.98
Switzerland,CHE,1976,1845.93
Switzerland,CHE,1977,1819.15
Switzerland,CHE,1978,1805.05
Switzerland,CHE,1979,1792.68
Switzerland,CHE,1980,1778.49
Switzerland,CHE,1981,1759.64
Switzerland,CHE,1982,1748.8
Switzerland,CHE,1983,1734.4
Switzerland,CHE,1984,1715.75
Switzerland,CHE,1985,1709.66
Switzerland,CHE,1986,1701.29
Switzerland,CHE,1987,1700.05
Switzerland,CHE,1988,1699.53
Switzerland,CHE,1989,1684.73
Switzerland,CHE,1990,1675.39
Switzerland,CHE,1991,1673
Switzerland,CHE,1992,1685
Switzerland,CHE,1993,1686
Switzerland,CHE,1994,1706
Switzerland,CHE,1995,1686
Switzerland,CHE,1996,1659
Switzerland,CHE,1997,1649
Switzerland,CHE,1998,1657
Switzerland,CHE,1999,1678
Switzerland,CHE,2000,1674
Switzerland,CHE,2001,1636
Switzerland,CHE,2002,1614
Switzerland,CHE,2003,1627
Switzerland,CHE,2004,1657
Switzerland,CHE,2005,1652
Switzerland,CHE,2006,1643
Switzerland,CHE,2007,1633
Switzerland,CHE,2008,1623
Switzerland,CHE,2009,1615
Switzerland,CHE,2010,1613
Switzerland,CHE,2011,1607
Switzerland,CHE,2012,1592
Switzerland,CHE,2013,1576
Switzerland,CHE,2014,1568
Switzerland,CHE,2015,1568
Switzerland,CHE,2016,1568
Taiwan,TWN,1950,2462.79
Taiwan,TWN,1951,2460.56
Taiwan,TWN,1952,2458.33
Taiwan,TWN,1953,2456.11
Taiwan,TWN,1954,2453.89
Taiwan,TWN,1955,2451.67
Taiwan,TWN,1956,2449.45
Taiwan,TWN,1957,2447.23
Taiwan,TWN,1958,2445.02
Taiwan,TWN,1959,2442.81
Taiwan,TWN,1960,2440.6
Taiwan,TWN,1961,2438.39
Taiwan,TWN,1962,2436.19
Taiwan,TWN,1963,2433.98
Taiwan,TWN,1964,2431.78
Taiwan,TWN,1965,2429.58
Taiwan,TWN,1966,2427.38
Taiwan,TWN,1967,2425.19
Taiwan,TWN,1968,2423
Taiwan,TWN,1969,2420.8
Taiwan,TWN,1970,2418.61
Taiwan,TWN,1971,2414.22
Taiwan,TWN,1972,2408.78
Taiwan,TWN,1973,2406.43
Taiwan,TWN,1974,2407.25
Taiwan,TWN,1975,2403.52
Taiwan,TWN,1976,2399.19
Taiwan,TWN,1977,2393.88
Taiwan,TWN,1978,2398.6
Taiwan,TWN,1979,2411.21
Taiwan,TWN,1980,2402.14
Taiwan,TWN,1981,2386.51
Taiwan,TWN,1982,2358.23
Taiwan,TWN,1983,2341.17
Taiwan,TWN,1984,2334.17
Taiwan,TWN,1985,2328.51
Taiwan,TWN,1986,2331.5
Taiwan,TWN,1987,2340.75
Taiwan,TWN,1988,2327.85
Taiwan,TWN,1989,2309.92
Taiwan,TWN,1990,2301.88
Taiwan,TWN,1991,2295.71
Taiwan,TWN,1992,2297.25
Taiwan,TWN,1993,2294.78
Taiwan,TWN,1994,2276.1
Taiwan,TWN,1995,2279.19
Taiwan,TWN,1996,2259.87
Taiwan,TWN,1997,2232.03
Taiwan,TWN,1998,2245.78
Taiwan,TWN,1999,2254.37
Taiwan,TWN,2000,2234.28
Taiwan,TWN,2001,2196.92
Taiwan,TWN,2002,2177.65
Taiwan,TWN,2003,2180.72
Taiwan,TWN,2004,2188.31
Taiwan,TWN,2005,2188.21
Taiwan,TWN,2006,2187.07
Taiwan,TWN,2007,2171.05
Taiwan,TWN,2008,2133.85
Taiwan,TWN,2009,2110.12
Taiwan,TWN,2010,2105.92
Taiwan,TWN,2011,2105.64
Taiwan,TWN,2012,2108.01
Taiwan,TWN,2013,2109.26
Taiwan,TWN,2014,2119.99
Taiwan,TWN,2015,2089.01
Taiwan,TWN,2016,2089.01
Thailand,THA,1970,2439.54
Thailand,THA,1971,2440.39
Thailand,THA,1972,2305.03
Thailand,THA,1973,2440.17
Thailand,THA,1974,2479.66
Thailand,THA,1975,2442.69
Thailand,THA,1976,2429.01
Thailand,THA,1977,2414.08
Thailand,THA,1978,2531.28
Thailand,THA,1979,2449.56
Thailand,THA,1980,2367.17
Thailand,THA,1981,2367.17
Thailand,THA,1982,2222.24
Thailand,THA,1983,2367.17
Thailand,THA,1984,2367.17
Thailand,THA,1985,2367.17
Thailand,THA,1986,2367.17
Thailand,THA,1987,2367.17
Thailand,THA,1988,2318.86
Thailand,THA,1989,2415.48
Thailand,THA,1990,2318.86
Thailand,THA,1991,2367.17
Thailand,THA,1992,2367.17
Thailand,THA,1993,2367.17
Thailand,THA,1994,2415.48
Thailand,THA,1995,2367.17
Thailand,THA,1996,2367.17
Thailand,THA,1997,2222.24
Thailand,THA,1998,2318.86
Thailand,THA,1999,2318.86
Thailand,THA,2000,2367.17
Thailand,THA,2001,2367.17
Thailand,THA,2002,2367.17
Thailand,THA,2003,2371.95
Thailand,THA,2004,2367.17
Thailand,THA,2005,2318.86
Thailand,THA,2006,2318.86
Thailand,THA,2007,2318.86
Thailand,THA,2008,2270.55
Thailand,THA,2009,2318.86
Thailand,THA,2010,2318.86
Thailand,THA,2011,2357.15
Thailand,THA,2012,2338.18
Thailand,THA,2013,2273.29
Thailand,THA,2014,2273.29
Thailand,THA,2015,2273.29
Thailand,THA,2016,2273.29
Trinidad and Tobago,TTO,1991,1585.06
Trinidad and Tobago,TTO,1992,1564.75
Trinidad and Tobago,TTO,1993,1580.24
Trinidad and Tobago,TTO,1994,1591.54
Trinidad and Tobago,TTO,1995,1602.29
Trinidad and Tobago,TTO,1996,1618.54
Trinidad and Tobago,TTO,1997,1627.14
Trinidad and Tobago,TTO,1998,1630.52
Trinidad and Tobago,TTO,1999,1636.53
Trinidad and Tobago,TTO,2000,1663.9
Trinidad and Tobago,TTO,2001,1668.04
Trinidad and Tobago,TTO,2002,1634.8
Trinidad and Tobago,TTO,2003,1649.77
Trinidad and Tobago,TTO,2004,1638.36
Trinidad and Tobago,TTO,2005,1635.2
Trinidad and Tobago,TTO,2006,1636.97
Trinidad and Tobago,TTO,2007,1640.84
Trinidad and Tobago,TTO,2008,1650.67
Trinidad and Tobago,TTO,2009,1603.19
Trinidad and Tobago,TTO,2010,1600.36
Trinidad and Tobago,TTO,2011,1606.45
Trinidad and Tobago,TTO,2012,1584.6
Trinidad and Tobago,TTO,2013,1573.1
Trinidad and Tobago,TTO,2014,1566.3
Trinidad and Tobago,TTO,2015,1566.3
Trinidad and Tobago,TTO,2016,1566.3
Turkey,TUR,1950,2322.15
Turkey,TUR,1951,2311.15
Turkey,TUR,1952,2300.21
Turkey,TUR,1953,2289.31
Turkey,TUR,1954,2278.47
Turkey,TUR,1955,2267.67
Turkey,TUR,1956,2256.93
Turkey,TUR,1957,2246.24
Turkey,TUR,1958,2235.6
Turkey,TUR,1959,2225.01
Turkey,TUR,1960,2214.47
Turkey,TUR,1961,2204.63
Turkey,TUR,1962,2194.83
Turkey,TUR,1963,2185.08
Turkey,TUR,1964,2175.36
Turkey,TUR,1965,2165.7
Turkey,TUR,1966,2156.07
Turkey,TUR,1967,2146.49
Turkey,TUR,1968,2136.95
Turkey,TUR,1969,2127.45
Turkey,TUR,1970,2086
Turkey,TUR,1971,2077
Turkey,TUR,1972,2069
Turkey,TUR,1973,2060
Turkey,TUR,1974,2044
Turkey,TUR,1975,2028
Turkey,TUR,1976,2012
Turkey,TUR,1977,1996
Turkey,TUR,1978,1980
Turkey,TUR,1979,1964
Turkey,TUR,1980,1957
Turkey,TUR,1981,1950
Turkey,TUR,1982,1943
Turkey,TUR,1983,1935
Turkey,TUR,1984,1871
Turkey,TUR,1985,1898
Turkey,TUR,1986,1883
Turkey,TUR,1987,1844
Turkey,TUR,1988,1837
Turkey,TUR,1989,1867
Turkey,TUR,1990,1866
Turkey,TUR,1991,1870
Turkey,TUR,1992,1897
Turkey,TUR,1993,1917
Turkey,TUR,1994,1886
Turkey,TUR,1995,1876
Turkey,TUR,1996,1892
Turkey,TUR,1997,1878
Turkey,TUR,1998,1884
Turkey,TUR,1999,1925
Turkey,TUR,2000,1937
Turkey,TUR,2001,1942
Turkey,TUR,2002,1943
Turkey,TUR,2003,1943
Turkey,TUR,2004,1918
Turkey,TUR,2005,1936
Turkey,TUR,2006,1944
Turkey,TUR,2007,1911
Turkey,TUR,2008,1900
Turkey,TUR,2009,1881
Turkey,TUR,2010,1877
Turkey,TUR,2011,1864
Turkey,TUR,2012,1855
Turkey,TUR,2013,1832
Turkey,TUR,2014,1832
Turkey,TUR,2015,1832
Turkey,TUR,2016,1832
USSR,OWID_USS,1950,1947
USSR,OWID_USS,1951,1939.94
USSR,OWID_USS,1952,1932.91
USSR,OWID_USS,1953,1925.91
USSR,OWID_USS,1954,1918.93
USSR,OWID_USS,1955,1911.97
USSR,OWID_USS,1956,1905.04
USSR,OWID_USS,1957,1898.14
USSR,OWID_USS,1958,1891.26
USSR,OWID_USS,1959,1884.4
USSR,OWID_USS,1960,1877.57
USSR,OWID_USS,1961,1870.77
USSR,OWID_USS,1962,1863.98
USSR,OWID_USS,1963,1857.23
USSR,OWID_USS,1964,1850.5
USSR,OWID_USS,1965,1843.79
USSR,OWID_USS,1966,1837.11
USSR,OWID_USS,1967,1830.45
USSR,OWID_USS,1968,1823.81
USSR,OWID_USS,1969,1817.2
USSR,OWID_USS,1970,1810.62
USSR,OWID_USS,1971,1804.05
USSR,OWID_USS,1972,1797.52
USSR,OWID_USS,1973,1791
USSR,OWID_USS,1974,1786.09
USSR,OWID_USS,1975,1781.2
USSR,OWID_USS,1976,1776.31
USSR,OWID_USS,1977,1771.45
USSR,OWID_USS,1978,1766.59
USSR,OWID_USS,1979,1761.75
USSR,OWID_USS,1980,1756.92
USSR,OWID_USS,1981,1752.11
USSR,OWID_USS,1982,1747.3
USSR,OWID_USS,1983,1742.51
USSR,OWID_USS,1984,1737.74
USSR,OWID_USS,1985,1732.98
USSR,OWID_USS,1986,1728.23
USSR,OWID_USS,1987,1723.49
USSR,OWID_USS,1988,1718.77
USSR,OWID_USS,1989,1714.05
USSR,OWID_USS,1990,1709.36
USSR,OWID_USS,1991,1704.67
USSR,OWID_USS,1992,1700
United Kingdom,GBR,1950,2010.82
United Kingdom,GBR,1951,2028.87
United Kingdom,GBR,1952,2012.94
United Kingdom,GBR,1953,2018
United Kingdom,GBR,1954,2030.81
United Kingdom,GBR,1955,2052.96
United Kingdom,GBR,1956,2039.87
United Kingdom,GBR,1957,2029.13
United Kingdom,GBR,1958,2006.42
United Kingdom,GBR,1959,2030.54
United Kingdom,GBR,1960,2032.33
United Kingdom,GBR,1961,2000.04
United Kingdom,GBR,1962,1984.03
United Kingdom,GBR,1963,1993.38
United Kingdom,GBR,1964,1995.32
United Kingdom,GBR,1965,1967.62
United Kingdom,GBR,1966,1938.85
United Kingdom,GBR,1967,1922.12
United Kingdom,GBR,1968,1913.82
United Kingdom,GBR,1969,1910.12
United Kingdom,GBR,1970,1873.36
United Kingdom,GBR,1971,1836.87
United Kingdom,GBR,1972,1858.19
United Kingdom,GBR,1973,1867.09
United Kingdom,GBR,1974,1852.1
United Kingdom,GBR,1975,1820.77
United Kingdom,GBR,1976,1813.67
United Kingdom,GBR,1977,1823.61
United Kingdom,GBR,1978,1824.7
United Kingdom,GBR,1979,1822.19
United Kingdom,GBR,1980,1791.98
United Kingdom,GBR,1981,1767.38
United Kingdom,GBR,1982,1761
United Kingdom,GBR,1983,1745.61
United Kingdom,GBR,1984,1750.03
United Kingdom,GBR,1985,1756.14
United Kingdom,GBR,1986,1755.89
United Kingdom,GBR,1987,1755.91
United Kingdom,GBR,1988,1758.26
United Kingdom,GBR,1989,1757.98
United Kingdom,GBR,1990,1745.3
United Kingdom,GBR,1991,1724.44
United Kingdom,GBR,1992,1715.57
United Kingdom,GBR,1993,1708.52
United Kingdom,GBR,1994,1718.94
United Kingdom,GBR,1995,1722.93
United Kingdom,GBR,1996,1722.34
United Kingdom,GBR,1997,1721.37
United Kingdom,GBR,1998,1717.06
United Kingdom,GBR,1999,1708.66
United Kingdom,GBR,2000,1692.92
United Kingdom,GBR,2001,1695.98
United Kingdom,GBR,2002,1678.55
United Kingdom,GBR,2003,1669.28
United Kingdom,GBR,2004,1666.54
United Kingdom,GBR,2005,1669.55
United Kingdom,GBR,2006,1663.8
United Kingdom,GBR,2007,1665.76
United Kingdom,GBR,2008,1660.5
United Kingdom,GBR,2009,1638.44
United Kingdom,GBR,2010,1643.29
United Kingdom,GBR,2011,1641.44
United Kingdom,GBR,2012,1654.25
United Kingdom,GBR,2013,1664.89
United Kingdom,GBR,2014,1671.09
United Kingdom,GBR,2015,1668.08
United Kingdom,GBR,2016,1679.76
United States,USA,1950,1983.74
United States,USA,1951,2024
United States,USA,1952,2020.18
United States,USA,1953,2014.5
United States,USA,1954,1991.02
United States,USA,1955,1997.76
United States,USA,1956,1984.02
United States,USA,1957,1956.49
United States,USA,1958,1923.12
United States,USA,1959,1948.32
United States,USA,1960,1930.1
United States,USA,1961,1915.4
United States,USA,1962,1934.79
United States,USA,1963,1923.17
United States,USA,1964,1929.15
United States,USA,1965,1948.84
United States,USA,1966,1957.36
United States,USA,1967,1934.91
United States,USA,1968,1931.21
United States,USA,1969,1931.61
