Entity,Code,Year,"Indicator:Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol) - Beverage Types:Wine (litres pure alcohol)"
Sao Tome and Principe,STP,1987,1.89
Sao Tome and Principe,STP,1988,1.73
Sao Tome and Principe,STP,1989,2.4
Sao Tome and Principe,STP,1990,2.32
Sao Tome and Principe,STP,1991,3.21
Sao Tome and Principe,STP,1992,2.58
Sao Tome and Principe,STP,1993,4.84
Sao Tome and Principe,STP,1994,3.49
Sao Tome and Principe,STP,1995,3.4
Sao Tome and Principe,STP,1996,3.96
Sao Tome and Principe,STP,1997,3.37
Sao Tome and Principe,STP,1998,4.68
Sao Tome and Principe,STP,1999,3.8
Sao Tome and Principe,STP,2000,3.26
Sao Tome and Principe,STP,2001,2.98
Sao Tome and Principe,STP,2002,3.92
Sao Tome and Principe,STP,2003,4.63
Sao Tome and Principe,STP,2004,3.91
Sao Tome and Principe,STP,2005,3.42
Sao Tome and Principe,STP,2006,3.87
Sao Tome and Principe,STP,2007,2.6
Sao Tome and Principe,STP,2008,2.71
Sao Tome and Principe,STP,2009,2.67
Sao Tome and Principe,STP,2010,4.26
Sao Tome and Principe,STP,2011,4.51
Saudi Arabia,SAU,1961,0
Saudi Arabia,SAU,1962,0
Saudi Arabia,SAU,1963,0
Saudi Arabia,SAU,1964,0
Saudi Arabia,SAU,1965,0
Saudi Arabia,SAU,1966,0
Saudi Arabia,SAU,1967,0
Saudi Arabia,SAU,1968,0
Saudi Arabia,SAU,1969,0
Saudi Arabia,SAU,1970,0
Saudi Arabia,SAU,1971,0
Saudi Arabia,SAU,1972,0
Saudi Arabia,SAU,1973,0
Saudi Arabia,SAU,1974,0
Saudi Arabia,SAU,1975,0
Saudi Arabia,SAU,1976,0
Saudi Arabia,SAU,1977,0
Saudi Arabia,SAU,1978,0
Saudi Arabia,SAU,1979,0
Saudi Arabia,SAU,1980,0
Saudi Arabia,SAU,1981,0
Saudi Arabia,SAU,1982,0
Saudi Arabia,SAU,1983,0
Saudi Arabia,SAU,1984,0
Saudi Arabia,SAU,1985,0
Saudi Arabia,SAU,1986,0
Saudi Arabia,SAU,1987,0
Saudi Arabia,SAU,1988,0
Saudi Arabia,SAU,1989,0
Saudi Arabia,SAU,1990,0
Saudi Arabia,SAU,1991,0
Saudi Arabia,SAU,1992,0
Saudi Arabia,SAU,1993,0
Saudi Arabia,SAU,1994,0
Saudi Arabia,SAU,1995,0
Saudi Arabia,SAU,1996,0
Saudi Arabia,SAU,1997,0
Saudi Arabia,SAU,1998,0
Saudi Arabia,SAU,1999,0
Saudi Arabia,SAU,2000,0
Saudi Arabia,SAU,2001,0
Saudi Arabia,SAU,2002,0
Saudi Arabia,SAU,2003,0
Saudi Arabia,SAU,2004,0
Saudi Arabia,SAU,2005,0
Saudi Arabia,SAU,2006,0
Saudi Arabia,SAU,2007,0.01
Saudi Arabia,SAU,2008,0
Saudi Arabia,SAU,2009,0
Saudi Arabia,SAU,2010,0
Saudi Arabia,SAU,2011,0
Saudi Arabia,SAU,2012,0
Saudi Arabia,SAU,2013,0
Saudi Arabia,SAU,2014,0
Senegal,SEN,1961,0.91
Senegal,SEN,1962,0.77
Senegal,SEN,1963,0.86
Senegal,SEN,1964,0.67
Senegal,SEN,1965,0.49
Senegal,SEN,1966,0.43
Senegal,SEN,1967,0.44
Senegal,SEN,1968,0.38
Senegal,SEN,1969,0.35
Senegal,SEN,1970,0.29
Senegal,SEN,1971,0.31
Senegal,SEN,1972,0.34
Senegal,SEN,1973,0.31
Senegal,SEN,1974,0.3
Senegal,SEN,1975,0.42
Senegal,SEN,1976,0.46
Senegal,SEN,1977,0.43
Senegal,SEN,1978,0.35
Senegal,SEN,1979,0.32
Senegal,SEN,1980,0.31
Senegal,SEN,1981,0.34
Senegal,SEN,1982,0.31
Senegal,SEN,1983,0.36
Senegal,SEN,1984,0.33
Senegal,SEN,1985,0.19
Senegal,SEN,1986,0.22
Senegal,SEN,1987,0.16
Senegal,SEN,1988,0.24
Senegal,SEN,1989,0.32
Senegal,SEN,1990,0.26
Senegal,SEN,1991,0.13
Senegal,SEN,1992,0.11
Senegal,SEN,1993,0.09
Senegal,SEN,1994,0.1
Senegal,SEN,1995,0.1
Senegal,SEN,1996,0.08
Senegal,SEN,1997,0.08
Senegal,SEN,1998,0.1
Senegal,SEN,1999,0.11
Senegal,SEN,2000,0.09
Senegal,SEN,2001,0.14
Senegal,SEN,2002,0.18
Senegal,SEN,2003,0.17
Senegal,SEN,2004,0.15
Senegal,SEN,2005,0.12
Senegal,SEN,2006,0.14
Senegal,SEN,2007,0.12
Senegal,SEN,2008,0.07
Senegal,SEN,2009,0.13
Senegal,SEN,2010,0.12
Senegal,SEN,2011,0.13
Senegal,SEN,2012,0.11
Senegal,SEN,2013,0.09
Senegal,SEN,2014,0.09
Serbia,SRB,2000,1.38
Serbia,SRB,2001,1.48
Serbia,SRB,2002,1.51
Serbia,SRB,2003,1.55
Serbia,SRB,2004,1.61
Serbia,SRB,2005,2.38
Serbia,SRB,2006,2.63
Serbia,SRB,2007,3.38
Serbia,SRB,2008,3.74
Serbia,SRB,2009,4.49
Serbia,SRB,2010,4.45
Serbia,SRB,2011,4.31
Serbia,SRB,2012,4.18
Serbia,SRB,2013,4.17
Serbia,SRB,2014,4.16
Seychelles,SYC,1961,0.16
Seychelles,SYC,1962,0.19
Seychelles,SYC,1963,0.3
Seychelles,SYC,1964,0.22
Seychelles,SYC,1965,0.51
Seychelles,SYC,1966,0.55
Seychelles,SYC,1967,0.63
Seychelles,SYC,1968,0.6
Seychelles,SYC,1969,0.53
Seychelles,SYC,1970,0.56
Seychelles,SYC,1971,0.65
Seychelles,SYC,1972,0.63
Seychelles,SYC,1973,0.61
Seychelles,SYC,1974,0.62
Seychelles,SYC,1975,0.53
Seychelles,SYC,1976,0.52
Seychelles,SYC,1977,0.53
Seychelles,SYC,1978,0.51
Seychelles,SYC,1979,0.53
Seychelles,SYC,1980,0.54
Seychelles,SYC,1981,0.5
Seychelles,SYC,1982,0.39
Seychelles,SYC,1983,0.43
Seychelles,SYC,1984,0.28
Seychelles,SYC,1985,0.35
Seychelles,SYC,1986,0.43
Seychelles,SYC,1987,0.5
Seychelles,SYC,1988,0.46
Seychelles,SYC,1989,0.47
Seychelles,SYC,1990,0.43
Seychelles,SYC,1991,0.47
Seychelles,SYC,1992,0.24
Seychelles,SYC,1993,0.22
Seychelles,SYC,1994,0.43
Seychelles,SYC,1995,0.73
Seychelles,SYC,1996,0.7
Seychelles,SYC,1997,0.71
Seychelles,SYC,1998,0.5
Seychelles,SYC,1999,0.78
Seychelles,SYC,2000,0.91
Seychelles,SYC,2001,0.16
Seychelles,SYC,2002,3.72
Seychelles,SYC,2003,0.63
Seychelles,SYC,2004,1.19
Seychelles,SYC,2005,1.03
Seychelles,SYC,2006,2.3
Seychelles,SYC,2007,1.9
Seychelles,SYC,2008,1.46
Seychelles,SYC,2009,1.62
Seychelles,SYC,2010,2.33
Seychelles,SYC,2011,2.71
Sierra Leone,SLE,1961,0.09
Sierra Leone,SLE,1962,0.04
Sierra Leone,SLE,1963,0.06
Sierra Leone,SLE,1964,0.03
Sierra Leone,SLE,1965,0.02
Sierra Leone,SLE,1966,0
Sierra Leone,SLE,1967,0.01
Sierra Leone,SLE,1968,0.02
Sierra Leone,SLE,1969,0.04
Sierra Leone,SLE,1970,0.03
Sierra Leone,SLE,1971,0.04
Sierra Leone,SLE,1972,0.07
Sierra Leone,SLE,1973,0.04
Sierra Leone,SLE,1974,0.03
Sierra Leone,SLE,1975,0.03
Sierra Leone,SLE,1976,0.03
Sierra Leone,SLE,1977,0.02
Sierra Leone,SLE,1978,0.01
Sierra Leone,SLE,1979,0
Sierra Leone,SLE,1980,0.02
Sierra Leone,SLE,1981,0.01
Sierra Leone,SLE,1982,0.01
Sierra Leone,SLE,1983,0.02
Sierra Leone,SLE,1984,0.01
Sierra Leone,SLE,1985,0.01
Sierra Leone,SLE,1986,0.01
Sierra Leone,SLE,1987,0.01
Sierra Leone,SLE,1988,0.01
Sierra Leone,SLE,1989,0.01
Sierra Leone,SLE,1990,0.01
Sierra Leone,SLE,1991,0
Sierra Leone,SLE,1992,0
Sierra Leone,SLE,1993,0.01
Sierra Leone,SLE,1994,0
Sierra Leone,SLE,1995,0
Sierra Leone,SLE,1996,0.01
Sierra Leone,SLE,1997,0.01
Sierra Leone,SLE,1998,0.01
Sierra Leone,SLE,1999,0
Sierra Leone,SLE,2000,0
Sierra Leone,SLE,2001,0
Sierra Leone,SLE,2002,0.01
Sierra Leone,SLE,2003,0.01
Sierra Leone,SLE,2004,0.01
Sierra Leone,SLE,2005,0.01
Sierra Leone,SLE,2006,0.01
Sierra Leone,SLE,2007,0.01
Sierra Leone,SLE,2008,0.02
Sierra Leone,SLE,2009,0.03
Sierra Leone,SLE,2010,0.03
Sierra Leone,SLE,2011,0.03
Singapore,SGP,1961,0.04
Singapore,SGP,1962,0.03
Singapore,SGP,1963,0.04
Singapore,SGP,1964,0.03
Singapore,SGP,1965,0.05
Singapore,SGP,1966,0.04
Singapore,SGP,1967,0.04
Singapore,SGP,1968,0.06
Singapore,SGP,1969,0.06
Singapore,SGP,1970,0.08
Singapore,SGP,1971,0.11
Singapore,SGP,1972,0.08
Singapore,SGP,1973,0.11
Singapore,SGP,1974,0.12
Singapore,SGP,1975,0.12
Singapore,SGP,1976,0.13
Singapore,SGP,1977,0.15
Singapore,SGP,1978,0.15
Singapore,SGP,1979,0.14
Singapore,SGP,1980,0.15
Singapore,SGP,1981,0.14
Singapore,SGP,1982,0.14
Singapore,SGP,1983,0.15
Singapore,SGP,1984,0.16
Singapore,SGP,1985,0.07
Singapore,SGP,1986,0.07
Singapore,SGP,1987,0.07
Singapore,SGP,1988,0.07
Singapore,SGP,1989,0.07
Singapore,SGP,1990,0.07
Singapore,SGP,1991,0.07
Singapore,SGP,1992,0.07
Singapore,SGP,1993,0.08
Singapore,SGP,1994,0.08
Singapore,SGP,1995,0.1
Singapore,SGP,1996,0.11
Singapore,SGP,1997,0.11
Singapore,SGP,1998,0.12
Singapore,SGP,1999,0.12
Singapore,SGP,2000,0.12
Singapore,SGP,2001,0.13
Singapore,SGP,2002,0.2
Singapore,SGP,2003,0.15
Singapore,SGP,2004,0.17
Singapore,SGP,2005,0.18
Singapore,SGP,2006,0.19
Singapore,SGP,2007,0.22
Singapore,SGP,2008,0.23
Singapore,SGP,2009,0.23
Singapore,SGP,2010,0.25
Singapore,SGP,2011,0.27
Singapore,SGP,2012,0.27
Singapore,SGP,2013,0.28
Singapore,SGP,2014,0.27
Singapore,SGP,2015,0.27
Slovakia,SVK,1961,2.42
Slovakia,SVK,1962,2.21
Slovakia,SVK,1963,1.94
Slovakia,SVK,1964,2.45
Slovakia,SVK,1965,2.77
Slovakia,SVK,1966,2.55
Slovakia,SVK,1967,2.4
Slovakia,SVK,1968,2.04
Slovakia,SVK,1969,2.21
Slovakia,SVK,1970,2.43
Slovakia,SVK,1971,2.51
Slovakia,SVK,1972,2.41
Slovakia,SVK,1973,2.39
Slovakia,SVK,1974,2.5
Slovakia,SVK,1975,2.99
Slovakia,SVK,1976,2.71
Slovakia,SVK,1977,2.81
Slovakia,SVK,1978,2.87
Slovakia,SVK,1979,2.54
Slovakia,SVK,1980,2.71
Slovakia,SVK,1981,2.76
Slovakia,SVK,1982,2.41
Slovakia,SVK,1983,2.46
Slovakia,SVK,1984,2.55
Slovakia,SVK,1985,2.6
Slovakia,SVK,1986,2.13
Slovakia,SVK,1987,2.42
Slovakia,SVK,1988,2.07
Slovakia,SVK,1989,2.1
Slovakia,SVK,1990,2.34
Slovakia,SVK,1991,2.36
Slovakia,SVK,1992,2.19
Slovakia,SVK,1993,2.06
Slovakia,SVK,1994,1.99
Slovakia,SVK,1995,1.86
Slovakia,SVK,1996,1.95
Slovakia,SVK,1997,2
Slovakia,SVK,1998,1.84
Slovakia,SVK,1999,1.76
Slovakia,SVK,2000,1.49
Slovakia,SVK,2001,1.48
Slovakia,SVK,2002,1.59
Slovakia,SVK,2003,1.46
Slovakia,SVK,2004,1.33
Slovakia,SVK,2005,1.56
Slovakia,SVK,2006,2.15
Slovakia,SVK,2007,1.43
Slovakia,SVK,2008,1.54
Slovakia,SVK,2009,1.65
Slovakia,SVK,2010,1.77
Slovakia,SVK,2011,1.77
Slovakia,SVK,2012,1.65
Slovakia,SVK,2013,1.77
Slovakia,SVK,2014,2.36
Slovenia,SVN,1981,8.91
Slovenia,SVN,1982,11.46
Slovenia,SVN,1983,10.04
Slovenia,SVN,1984,10.12
Slovenia,SVN,1985,8.63
Slovenia,SVN,1986,10.78
Slovenia,SVN,1987,9.9
Slovenia,SVN,1988,8.39
Slovenia,SVN,1989,7.56
Slovenia,SVN,1990,8.03
Slovenia,SVN,1991,7.79
Slovenia,SVN,1992,7.86
Slovenia,SVN,1993,7.57
Slovenia,SVN,1994,6.14
Slovenia,SVN,1995,6.09
Slovenia,SVN,1996,5.34
Slovenia,SVN,1997,5.29
Slovenia,SVN,1998,3.02
Slovenia,SVN,1999,1.53
Slovenia,SVN,2000,4.91
Slovenia,SVN,2001,4.29
Slovenia,SVN,2002,3.28
Slovenia,SVN,2003,5.49
Slovenia,SVN,2004,4.18
Slovenia,SVN,2005,5.17
Slovenia,SVN,2006,5.43
Slovenia,SVN,2007,4.08
Slovenia,SVN,2008,4.58
Slovenia,SVN,2009,4.55
Slovenia,SVN,2010,4.84
Slovenia,SVN,2011,4.81
Slovenia,SVN,2012,5.5
Slovenia,SVN,2013,4.09
Slovenia,SVN,2014,5.31
Solomon Islands,SLB,1961,0.01
Solomon Islands,SLB,1962,0.01
Solomon Islands,SLB,1963,0.03
Solomon Islands,SLB,1964,0.03
Solomon Islands,SLB,1965,0.03
Solomon Islands,SLB,1966,0.03
Solomon Islands,SLB,1967,0.02
Solomon Islands,SLB,1968,0.04
Solomon Islands,SLB,1969,0.03
Solomon Islands,SLB,1970,0.03
Solomon Islands,SLB,1971,0.06
Solomon Islands,SLB,1972,0.05
Solomon Islands,SLB,1973,0.05
Solomon Islands,SLB,1974,0.06
Solomon Islands,SLB,1975,0.06
Solomon Islands,SLB,1976,0.06
Solomon Islands,SLB,1977,0.07
Solomon Islands,SLB,1978,0.06
Solomon Islands,SLB,1979,0.07
Solomon Islands,SLB,1980,0.06
Solomon Islands,SLB,1981,0.06
Solomon Islands,SLB,1982,0.05
Solomon Islands,SLB,1983,0.05
Solomon Islands,SLB,1984,0.04
Solomon Islands,SLB,1985,0.05
Solomon Islands,SLB,1986,0.05
Solomon Islands,SLB,1987,0.06
Solomon Islands,SLB,1988,0.05
Solomon Islands,SLB,1989,0.06
Solomon Islands,SLB,1990,0.05
Solomon Islands,SLB,1991,0.03
Solomon Islands,SLB,1992,0.03
Solomon Islands,SLB,1993,0.02
Solomon Islands,SLB,1994,0.03
Solomon Islands,SLB,1995,0.03
Solomon Islands,SLB,1996,0.05
Solomon Islands,SLB,1997,0.04
Solomon Islands,SLB,1998,0.03
Solomon Islands,SLB,1999,0.04
Solomon Islands,SLB,2000,0.02
Solomon Islands,SLB,2001,0.01
Solomon Islands,SLB,2002,0.01
Solomon Islands,SLB,2003,0.02
Solomon Islands,SLB,2004,0.02
Solomon Islands,SLB,2005,0.03
Solomon Islands,SLB,2006,0.02
Solomon Islands,SLB,2007,0.03
Solomon Islands,SLB,2008,0.02
Solomon Islands,SLB,2009,0.02
Solomon Islands,SLB,2010,0.03
Solomon Islands,SLB,2011,0.03
Somalia,SOM,1961,0.03
Somalia,SOM,1962,0.03
Somalia,SOM,1963,0
Somalia,SOM,1964,0.01
Somalia,SOM,1965,0.02
Somalia,SOM,1966,0.02
Somalia,SOM,1967,0.01
Somalia,SOM,1968,0.01
Somalia,SOM,1969,0.01
Somalia,SOM,1970,0.01
Somalia,SOM,1971,0
Somalia,SOM,1972,0.01
Somalia,SOM,1973,0
Somalia,SOM,1974,0
Somalia,SOM,1975,0
Somalia,SOM,1976,0
Somalia,SOM,1977,0
Somalia,SOM,1978,0
Somalia,SOM,1979,0
Somalia,SOM,1980,0.01
Somalia,SOM,1981,0
Somalia,SOM,1982,0
Somalia,SOM,1983,0.01
Somalia,SOM,1984,0
Somalia,SOM,1985,0
Somalia,SOM,1986,0
Somalia,SOM,1987,0
Somalia,SOM,1988,0
Somalia,SOM,1989,0
Somalia,SOM,1990,0
Somalia,SOM,1991,0
Somalia,SOM,1992,0
Somalia,SOM,1993,0
Somalia,SOM,1994,0
Somalia,SOM,1995,0
Somalia,SOM,1996,0
Somalia,SOM,1997,0
Somalia,SOM,1998,0
Somalia,SOM,1999,0
Somalia,SOM,2000,0
Somalia,SOM,2001,0
Somalia,SOM,2002,0
Somalia,SOM,2003,0
Somalia,SOM,2004,0
Somalia,SOM,2005,0
Somalia,SOM,2006,0
Somalia,SOM,2007,0
Somalia,SOM,2008,0
Somalia,SOM,2009,0
Somalia,SOM,2010,0
Somalia,SOM,2011,0
South Africa,ZAF,1961,3.83
South Africa,ZAF,1962,4.35
South Africa,ZAF,1963,1.61
South Africa,ZAF,1964,1.88
South Africa,ZAF,1965,1.8
South Africa,ZAF,1966,1.75
South Africa,ZAF,1967,1.92
South Africa,ZAF,1968,1.9
South Africa,ZAF,1969,1.97
South Africa,ZAF,1970,1.93
South Africa,ZAF,1971,2.36
South Africa,ZAF,1972,2.09
South Africa,ZAF,1973,2.23
South Africa,ZAF,1974,2.35
South Africa,ZAF,1975,2.16
South Africa,ZAF,1976,2.05
South Africa,ZAF,1977,1.86
South Africa,ZAF,1978,1.82
South Africa,ZAF,1979,1.74
South Africa,ZAF,1980,1.62
South Africa,ZAF,1981,1.7
South Africa,ZAF,1982,1.65
South Africa,ZAF,1983,1.68
South Africa,ZAF,1984,1.74
South Africa,ZAF,1985,1.73
South Africa,ZAF,1986,1.66
South Africa,ZAF,1987,1.69
South Africa,ZAF,1988,1.65
South Africa,ZAF,1989,1.61
South Africa,ZAF,1990,1.59
South Africa,ZAF,1991,1.6
South Africa,ZAF,1992,1.55
South Africa,ZAF,1993,1.46
South Africa,ZAF,1994,1.5
South Africa,ZAF,1995,1.58
South Africa,ZAF,1996,1.65
South Africa,ZAF,1997,1.71
South Africa,ZAF,1998,1.58
South Africa,ZAF,1999,1.58
South Africa,ZAF,2000,1.5
South Africa,ZAF,2001,1.61
South Africa,ZAF,2002,1.46
South Africa,ZAF,2003,1.27
South Africa,ZAF,2004,1.22
South Africa,ZAF,2005,1.41
South Africa,ZAF,2006,1.38
South Africa,ZAF,2007,1.4
South Africa,ZAF,2008,1.37
South Africa,ZAF,2009,1.28
South Africa,ZAF,2010,1.29
South Africa,ZAF,2011,1.29
South Africa,ZAF,2012,1.29
South Africa,ZAF,2013,1.28
South Africa,ZAF,2014,1.35
South Korea,KOR,1961,0
South Korea,KOR,1962,0
South Korea,KOR,1963,0
South Korea,KOR,1964,0
South Korea,KOR,1965,0
South Korea,KOR,1966,0
South Korea,KOR,1967,0
South Korea,KOR,1968,0
South Korea,KOR,1969,0
South Korea,KOR,1970,0
South Korea,KOR,1971,0
South Korea,KOR,1972,0
South Korea,KOR,1973,0
South Korea,KOR,1974,0
South Korea,KOR,1975,0
South Korea,KOR,1976,0
South Korea,KOR,1977,0
South Korea,KOR,1978,0
South Korea,KOR,1979,0
South Korea,KOR,1980,0
South Korea,KOR,1981,0
South Korea,KOR,1982,0
South Korea,KOR,1983,0
South Korea,KOR,1984,0
South Korea,KOR,1985,0
South Korea,KOR,1986,0
South Korea,KOR,1987,0
South Korea,KOR,1988,0.01
South Korea,KOR,1989,0.01
South Korea,KOR,1990,0.01
South Korea,KOR,1991,0
South Korea,KOR,1992,0.01
South Korea,KOR,1993,0.01
South Korea,KOR,1994,0.01
South Korea,KOR,1995,0.02
South Korea,KOR,1996,0.02
South Korea,KOR,1997,0.03
South Korea,KOR,1998,0.01
South Korea,KOR,1999,0.02
South Korea,KOR,2000,0.03
South Korea,KOR,2001,0.04
South Korea,KOR,2002,0.04
South Korea,KOR,2003,0.04
South Korea,KOR,2004,0.15
South Korea,KOR,2005,0.12
South Korea,KOR,2006,0.14
South Korea,KOR,2007,0.19
South Korea,KOR,2008,0.18
South Korea,KOR,2009,0.14
South Korea,KOR,2010,0.14
South Korea,KOR,2011,0.13
South Korea,KOR,2012,0.13
South Korea,KOR,2013,0.15
Spain,ESP,1962,10.49
Spain,ESP,1963,9.81
Spain,ESP,1964,9.5
Spain,ESP,1965,9.54
Spain,ESP,1966,10.08
Spain,ESP,1967,9.26
Spain,ESP,1968,9.45
Spain,ESP,1969,9.53
Spain,ESP,1970,9.39
Spain,ESP,1971,9.16
Spain,ESP,1972,10.22
Spain,ESP,1973,11.43
Spain,ESP,1974,11.72
Spain,ESP,1975,11.55
Spain,ESP,1976,10.77
Spain,ESP,1977,9.85
Spain,ESP,1978,10.58
Spain,ESP,1979,9.79
Spain,ESP,1980,9.69
Spain,ESP,1981,8.78
Spain,ESP,1982,8.4
Spain,ESP,1983,8.32
Spain,ESP,1984,6.94
Spain,ESP,1985,6.86
Spain,ESP,1986,6.65
Spain,ESP,1987,6.45
Spain,ESP,1988,5.64
Spain,ESP,1989,5.33
Spain,ESP,1990,5.1
Spain,ESP,1991,5.07
Spain,ESP,1992,4.49
Spain,ESP,1993,4.56
Spain,ESP,1994,4.27
Spain,ESP,1995,4.03
Spain,ESP,1996,3.97
Spain,ESP,1997,4.57
Spain,ESP,1998,4.62
Spain,ESP,1999,4.39
Spain,ESP,2000,4.12
Spain,ESP,2001,3.86
Spain,ESP,2002,3.96
Spain,ESP,2003,3.74
Spain,ESP,2004,3.8
Spain,ESP,2005,3.44
Spain,ESP,2006,3.2
Spain,ESP,2007,2.56
Spain,ESP,2008,2.23
Spain,ESP,2009,2.09
Spain,ESP,2010,1.97
Spain,ESP,2011,2.14
Spain,ESP,2012,2.15
Spain,ESP,2013,2.07
Sri Lanka,LKA,1961,0
Sri Lanka,LKA,1962,0
Sri Lanka,LKA,1963,0
Sri Lanka,LKA,1964,0
Sri Lanka,LKA,1965,0
Sri Lanka,LKA,1966,0
Sri Lanka,LKA,1967,0
Sri Lanka,LKA,1968,0
Sri Lanka,LKA,1969,0
Sri Lanka,LKA,1970,0
Sri Lanka,LKA,1971,0
Sri Lanka,LKA,1972,0
Sri Lanka,LKA,1973,0
Sri Lanka,LKA,1974,0
Sri Lanka,LKA,1975,0
Sri Lanka,LKA,1976,0
Sri Lanka,LKA,1977,0
Sri Lanka,LKA,1978,0
Sri Lanka,LKA,1979,0
Sri Lanka,LKA,1980,0
Sri Lanka,LKA,1981,0
Sri Lanka,LKA,1982,0
Sri Lanka,LKA,1983,0
Sri Lanka,LKA,1984,0
Sri Lanka,LKA,1985,0
Sri Lanka,LKA,1986,0
Sri Lanka,LKA,1987,0
Sri Lanka,LKA,1988,0
Sri Lanka,LKA,1989,0
Sri Lanka,LKA,1990,0
Sri Lanka,LKA,1991,0
Sri Lanka,LKA,1992,0
Sri Lanka,LKA,1993,0
Sri Lanka,LKA,1994,0
Sri Lanka,LKA,1995,0
Sri Lanka,LKA,1996,0
Sri Lanka,LKA,1997,0
Sri Lanka,LKA,1998,0.01
Sri Lanka,LKA,1999,0.01
Sri Lanka,LKA,2000,0.01
Sri Lanka,LKA,2001,0
Sri Lanka,LKA,2002,0.01
Sri Lanka,LKA,2003,0.01
Sri Lanka,LKA,2004,0
Sri Lanka,LKA,2005,0
Sri Lanka,LKA,2006,0
Sri Lanka,LKA,2007,0
Sri Lanka,LKA,2008,0
Sri Lanka,LKA,2009,0
Sri Lanka,LKA,2010,0
Sri Lanka,LKA,2011,0
Sri Lanka,LKA,2012,0
Sri Lanka,LKA,2013,0
Sri Lanka,LKA,2014,0.01
Sudan,SDN,1961,0
Sudan,SDN,1962,0
Sudan,SDN,1963,0
Sudan,SDN,1964,0.01
Sudan,SDN,1965,0.01
Sudan,SDN,1966,0.01
Sudan,SDN,1967,0.01
Sudan,SDN,1968,0.01
Sudan,SDN,1969,0.01
Sudan,SDN,1970,0.01
Sudan,SDN,1971,0
Sudan,SDN,1972,0
Sudan,SDN,1973,0
Sudan,SDN,1974,0
Sudan,SDN,1975,0
Sudan,SDN,1976,0
Sudan,SDN,1977,0
Sudan,SDN,1978,0
Sudan,SDN,1979,0
Sudan,SDN,1980,0
Sudan,SDN,1981,0
Sudan,SDN,1982,0
Sudan,SDN,1983,0
Sudan,SDN,1984,0
Sudan,SDN,1985,0
Sudan,SDN,1986,0
Sudan,SDN,1987,0
Sudan,SDN,1988,0
Sudan,SDN,1989,0
Sudan,SDN,1990,0
Sudan,SDN,1991,0
Sudan,SDN,1992,0
Sudan,SDN,1993,0
Sudan,SDN,1994,0
Sudan,SDN,1995,0
Sudan,SDN,1996,0
Sudan,SDN,1997,0
Sudan,SDN,1998,0
Sudan,SDN,1999,0
Sudan,SDN,2000,0
Sudan,SDN,2001,0
Sudan,SDN,2002,0
Sudan,SDN,2003,0
Sudan,SDN,2004,0
Sudan,SDN,2005,0
Sudan,SDN,2006,0
Sudan,SDN,2007,0
Sudan,SDN,2008,0
Sudan,SDN,2009,0
Sudan,SDN,2010,0
Sudan,SDN,2011,0
Suriname,SUR,1961,0.05
Suriname,SUR,1962,0.06
Suriname,SUR,1963,0.06
Suriname,SUR,1964,0.1
Suriname,SUR,1965,0.05
Suriname,SUR,1966,0.05
Suriname,SUR,1967,0.04
Suriname,SUR,1968,0.04
Suriname,SUR,1969,0.57
Suriname,SUR,1970,0.65
Suriname,SUR,1971,0.09
Suriname,SUR,1972,0.11
Suriname,SUR,1973,0.05
Suriname,SUR,1974,0.05
Suriname,SUR,1975,0.05
Suriname,SUR,1976,0.1
Suriname,SUR,1977,0.08
Suriname,SUR,1978,0.08
Suriname,SUR,1979,0.08
Suriname,SUR,1980,0.09
Suriname,SUR,1981,0.08
Suriname,SUR,1982,0.1
Suriname,SUR,1983,0.11
Suriname,SUR,1984,0.25
Suriname,SUR,1985,0.04
Suriname,SUR,1986,0.09
Suriname,SUR,1987,0.09
Suriname,SUR,1988,0.04
Suriname,SUR,1989,0.04
Suriname,SUR,1990,0.04
Suriname,SUR,1991,0.07
Suriname,SUR,1992,0.05
Suriname,SUR,1993,0.04
Suriname,SUR,1994,0.03
Suriname,SUR,1995,0.09
Suriname,SUR,1996,0.04
Suriname,SUR,1997,0.17
Suriname,SUR,1998,0.19
Suriname,SUR,1999,0.07
Suriname,SUR,2000,0.05
Suriname,SUR,2001,0.07
Suriname,SUR,2002,0.09
Suriname,SUR,2003,0.09
Suriname,SUR,2004,0.08
Suriname,SUR,2005,0.13
Suriname,SUR,2006,0.11
Suriname,SUR,2007,0.18
Suriname,SUR,2008,0.25
Suriname,SUR,2009,0.32
Suriname,SUR,2010,0.13
Suriname,SUR,2011,0.16
Suriname,SUR,2012,0.11
Suriname,SUR,2013,0.18
Suriname,SUR,2014,0.16
Swaziland,SWZ,1961,0
Swaziland,SWZ,1962,0
Swaziland,SWZ,1963,0
Swaziland,SWZ,1964,0
Swaziland,SWZ,1965,0
Swaziland,SWZ,1966,0
Swaziland,SWZ,1967,0
Swaziland,SWZ,1968,0
Swaziland,SWZ,1969,0.12
Swaziland,SWZ,1970,0.18
Swaziland,SWZ,1971,0.3
Swaziland,SWZ,1972,0.29
Swaziland,SWZ,1973,0.96
Swaziland,SWZ,1974,0.5
Swaziland,SWZ,1975,0.54
Swaziland,SWZ,1976,0.52
Swaziland,SWZ,1977,0.71
Swaziland,SWZ,1978,0.98
Swaziland,SWZ,1979,0.52
Swaziland,SWZ,1980,0.69
Swaziland,SWZ,1981,0.72
Swaziland,SWZ,1982,1.09
Swaziland,SWZ,1983,0.72
Swaziland,SWZ,1984,1.03
